企業名,会計年度,四半期,y_hat_sarima_br
三井金属鉱業,2020,Q2,-92.43232432571251
三井金属鉱業,2020,Q3,-22.58518701094424
三井金属鉱業,2020,Q4,24.82738172117446
三井Ｅ＆Ｓホールディングス,2018,Q1,64.01492026995741
三井Ｅ＆Ｓホールディングス,2018,Q2,2.5651502650302476
三井Ｅ＆Ｓホールディングス,2018,Q3,603.9242322738744
三井Ｅ＆Ｓホールディングス,2018,Q4,-46.60709238713546
三井Ｅ＆Ｓホールディングス,2019,Q1,11.300501333573523
三井Ｅ＆Ｓホールディングス,2019,Q2,-832.6672134244818
三井Ｅ＆Ｓホールディングス,2019,Q3,-8.501389367935955
三井Ｅ＆Ｓホールディングス,2019,Q4,-341.93174739625465
三井Ｅ＆Ｓホールディングス,2020,Q1,35.074260148033495
三井Ｅ＆Ｓホールディングス,2020,Q2,-855.4170452691843
三井Ｅ＆Ｓホールディングス,2020,Q3,-167.08832003627006
三井Ｅ＆Ｓホールディングス,2020,Q4,-19.347607582231888
三信電気,2018,Q1,1.4047179359425428
三信電気,2018,Q2,7.738684185089575
三信電気,2018,Q3,19.67036470849046
三信電気,2018,Q4,16.449900575402623
三信電気,2019,Q1,3.6526395573161725
三信電気,2019,Q2,18.392726110264427
三信電気,2019,Q3,24.572759274134746
三信電気,2019,Q4,19.222904384791086
三信電気,2020,Q1,-3.5300859153537942
三信電気,2020,Q2,30.1301908923733
三信電気,2020,Q3,4.802040504278625
三信電気,2020,Q4,28.51454816044951
三共生興,2018,Q1,3.8914608157802584
三共生興,2018,Q2,10.82913100696883
三共生興,2018,Q3,23.937638580529107
三共生興,2018,Q4,3.524794878703538
三共生興,2019,Q1,5.640922373338041
三共生興,2019,Q2,10.68860844789844
三共生興,2019,Q3,23.104057447675874
三共生興,2019,Q4,1.9428543721958142
三共生興,2020,Q1,7.839455146198245
三共生興,2020,Q2,9.657658203626724
三共生興,2020,Q3,38.94763675018417
三共生興,2020,Q4,1.5442590899234467
三和ホールディングス,2018,Q1,-0.8341059571122764
三和ホールディングス,2018,Q2,24.628378515669752
三和ホールディングス,2018,Q3,11.812619718183068
三和ホールディングス,2018,Q4,46.70515765589651
三和ホールディングス,2019,Q1,0.39449577266537006
三和ホールディングス,2019,Q2,27.717532102884345
三和ホールディングス,2019,Q3,20.137519681641646
三和ホールディングス,2019,Q4,48.0307221679757
三和ホールディングス,2020,Q1,1.9972230066540284
三和ホールディングス,2020,Q2,29.51076335245742
三和ホールディングス,2020,Q3,14.602419296144383
三和ホールディングス,2020,Q4,52.23890095662308
三城ホールディングス,2018,Q1,0.9090363737090641
三城ホールディングス,2018,Q2,5.151054374773109
三城ホールディングス,2018,Q3,1.4932575647113542
三城ホールディングス,2018,Q4,-34.400824837613804
三城ホールディングス,2019,Q1,3.428713851604567
三城ホールディングス,2019,Q2,4.301366854488942
三城ホールディングス,2019,Q3,-2.298676633179687
三城ホールディングス,2019,Q4,-29.934627256161104
三城ホールディングス,2020,Q1,1.85589777293702
三城ホールディングス,2020,Q2,5.622882620911742
三城ホールディングス,2020,Q3,-1.6844904008884973
三城ホールディングス,2020,Q4,-25.41413077256486
三愛石油,2018,Q1,11.830013030821139
三愛石油,2018,Q2,16.452278873489753
三愛石油,2018,Q3,26.760200776345158
三愛石油,2018,Q4,24.672883964907932
三愛石油,2019,Q1,22.691709246646973
三愛石油,2019,Q2,20.358316399071462
三愛石油,2019,Q3,27.593950404994686
三愛石油,2019,Q4,24.42220947429334
三愛石油,2020,Q1,32.552749406499885
三愛石油,2020,Q2,19.68199727457133
三愛石油,2020,Q3,29.109725229282976
三愛石油,2020,Q4,28.277067615368885
三晃金属工業,2018,Q1,111.46099529174947
三晃金属工業,2018,Q2,47.53386306932245
三晃金属工業,2018,Q3,151.44951106860273
三晃金属工業,2018,Q4,94.25284086335569
三晃金属工業,2019,Q1,137.94415848329464
三晃金属工業,2019,Q2,138.1987733228616
三晃金属工業,2019,Q3,133.58455790418643
三晃金属工業,2019,Q4,101.37703883154987
三晃金属工業,2020,Q1,4.258656298143137
三晃金属工業,2020,Q2,93.28322989529138
三晃金属工業,2020,Q3,122.41093012249699
三晃金属工業,2020,Q4,102.67714073951753
三桜工業,2018,Q1,89.94182069886743
三桜工業,2018,Q2,12.782975188466285
三桜工業,2018,Q3,17.60920752891799
三桜工業,2018,Q4,6.492108864773911
三桜工業,2019,Q1,-124.05652795830548
三桜工業,2019,Q2,8.904577209231952
三桜工業,2019,Q3,13.903826782635136
三桜工業,2019,Q4,-21.55114914680138
三桜工業,2020,Q1,19.37554695527781
三桜工業,2020,Q2,9.903460860153345
三桜工業,2020,Q3,2.467668922339227
三桜工業,2020,Q4,-16.62280687684383
三機工業,2018,Q1,-4.328082511791475
三機工業,2018,Q2,2.094134389305829
三機工業,2018,Q3,16.389340988261345
三機工業,2018,Q4,36.36136519465119
三機工業,2019,Q1,10.854032103323068
三機工業,2019,Q2,11.175196668048354
三機工業,2019,Q3,29.06071976494892
三機工業,2019,Q4,73.35572275230638
三機工業,2020,Q1,-3.3267804022581444
三機工業,2020,Q2,18.104913881689743
三機工業,2020,Q3,24.43301631486085
三機工業,2020,Q4,66.95114916382235
三洋化成工業,2018,Q1,90.18308152890317
三洋化成工業,2018,Q2,116.49326195679606
三洋化成工業,2018,Q3,163.6297838582239
三洋化成工業,2018,Q4,77.55418459913223
三洋化成工業,2019,Q1,-11.114069288082248
三洋化成工業,2019,Q2,100.42386285107523
三洋化成工業,2019,Q3,132.2009170344735
三洋化成工業,2019,Q4,-159.39291764906596
三洋化成工業,2020,Q1,124.4817086025318
三洋化成工業,2020,Q2,75.42002038683813
三洋化成工業,2020,Q3,91.41782873099072
三洋化成工業,2020,Q4,4.416065248964259
三洋工業,2018,Q1,367.9332197372569
三洋工業,2018,Q2,23.870145474678118
三洋工業,2018,Q3,24.062156527224438
三洋工業,2018,Q4,211.63750229387225
三洋工業,2019,Q1,-106.20101688966653
三洋工業,2019,Q2,44.510298199383385
三洋工業,2019,Q3,83.22316125628096
三洋工業,2019,Q4,190.19744624917809
三洋工業,2020,Q1,-26.221280641959957
三洋工業,2020,Q2,92.17341719201472
三洋工業,2020,Q3,141.49964691270074
三洋工業,2020,Q4,185.85342620828283
三浦工業,2018,Q1,12.141250501552076
三浦工業,2018,Q2,34.148563413975694
三浦工業,2018,Q3,23.294716921405488
三浦工業,2018,Q4,30.492343717717205
三浦工業,2019,Q1,17.48048012242214
三浦工業,2019,Q2,31.480212897566183
三浦工業,2019,Q3,28.77156880441046
三浦工業,2019,Q4,30.668349582338028
三浦工業,2020,Q1,20.80528650920217
三浦工業,2020,Q2,33.19848191944464
三浦工業,2020,Q3,26.954046257191763
三浦工業,2020,Q4,32.20284282956997
三菱ケミカルホールディングス,2018,Q1,27.833623069018643
三菱ケミカルホールディングス,2018,Q2,34.920284165635856
三菱ケミカルホールディングス,2018,Q3,28.93123571079226
三菱ケミカルホールディングス,2018,Q4,16.397587912685932
三菱ケミカルホールディングス,2019,Q1,15.32594046531614
三菱ケミカルホールディングス,2019,Q2,28.07693466318246
三菱ケミカルホールディングス,2019,Q3,23.515147203996225
三菱ケミカルホールディングス,2019,Q4,-2.7365636312757324
三菱ケミカルホールディングス,2020,Q1,7.308213481625916
三菱ケミカルホールディングス,2020,Q2,15.99520229335286
三菱ケミカルホールディングス,2020,Q3,-25.3614316690217
三菱ケミカルホールディングス,2020,Q4,-1.2162336781099974
三菱ロジスネクスト,2018,Q1,-2.9546938734686066
三菱ロジスネクスト,2018,Q2,4.735695077043425
三菱ロジスネクスト,2018,Q3,6.519083486722196
三菱ロジスネクスト,2018,Q4,15.121268634760234
三菱ロジスネクスト,2019,Q1,6.945664933774063
三菱ロジスネクスト,2019,Q2,9.926271367895259
三菱ロジスネクスト,2019,Q3,15.241332686269134
三菱ロジスネクスト,2019,Q4,14.269812370360082
三菱ロジスネクスト,2020,Q1,-10.926995693922905
三菱ロジスネクスト,2020,Q2,3.022876212546427
三菱ロジスネクスト,2020,Q3,7.803103645992072
三菱ロジスネクスト,2020,Q4,-5.3587587050830905
三菱倉庫,2018,Q1,17.241540182633386
三菱倉庫,2018,Q2,21.001561556295897
三菱倉庫,2018,Q3,34.3489944756217
三菱倉庫,2018,Q4,16.966526006592904
三菱倉庫,2019,Q1,38.50811127533809
三菱倉庫,2019,Q2,30.69539449836731
三菱倉庫,2019,Q3,47.885756374227014
三菱倉庫,2019,Q4,27.277095877946522
三菱倉庫,2020,Q1,26.954791307041024
三菱倉庫,2020,Q2,25.37059008698754
三菱倉庫,2020,Q3,-615.9214210101704
三菱倉庫,2020,Q4,11.569007486535465
三菱化工機,2018,Q1,188.77079351217313
三菱化工機,2018,Q2,0.054173439370182486
三菱化工機,2018,Q3,10.814218504947071
三菱化工機,2018,Q4,137.3621083210786
三菱化工機,2019,Q1,1.4403191814296328
三菱化工機,2019,Q2,10.73795398488682
三菱化工機,2019,Q3,32.454618039190294
三菱化工機,2019,Q4,93.55929943285295
三菱化工機,2020,Q1,6.30019023224402
三菱化工機,2020,Q2,27.508901960433
三菱化工機,2020,Q3,70.61097883406784
三菱化工機,2020,Q4,93.05048729119326
三菱地所,2018,Q1,12.976960580615529
三菱地所,2018,Q2,18.901108753424364
三菱地所,2018,Q3,23.87172842182666
三菱地所,2018,Q4,14.442248772319083
三菱地所,2019,Q1,15.586807267265417
三菱地所,2019,Q2,23.371355227516
三菱地所,2019,Q3,26.719861543158668
三菱地所,2019,Q4,23.645354498685165
三菱地所,2020,Q1,16.085650048926745
三菱地所,2020,Q2,17.637935165894536
三菱地所,2020,Q3,28.04834422669468
三菱地所,2020,Q4,42.38218551237561
三菱瓦斯化学,2018,Q1,70.11925789177674
三菱瓦斯化学,2018,Q2,66.35240335025188
三菱瓦斯化学,2018,Q3,73.24512246901496
三菱瓦斯化学,2018,Q4,45.47302109625867
三菱瓦斯化学,2019,Q1,36.086786094224806
三菱瓦斯化学,2019,Q2,19.296806139571885
三菱瓦斯化学,2019,Q3,19.472098624064408
三菱瓦斯化学,2019,Q4,23.771438711688763
三菱瓦斯化学,2020,Q1,41.36661375098144
三菱瓦斯化学,2020,Q2,31.318957352929576
三菱瓦斯化学,2020,Q3,29.708142894827077
三菱瓦斯化学,2020,Q4,42.09319653277463
三菱製紙,2018,Q1,-38.9489613544622
三菱製紙,2018,Q2,17.16039300219385
三菱製紙,2018,Q3,10.17104896049171
三菱製紙,2018,Q4,84.007161976057
三菱製紙,2019,Q1,-44.68688488702022
三菱製紙,2019,Q2,7.9905085927550905
三菱製紙,2019,Q3,-35.190546021421994
三菱製紙,2019,Q4,77.28938149158056
三菱製紙,2020,Q1,-11.715391059391894
三菱製紙,2020,Q2,22.562554379072967
三菱製紙,2020,Q3,-4.511386820964685
三菱製紙,2020,Q4,51.44014343284319
三菱製鋼,2018,Q1,105.61764143490836
三菱製鋼,2018,Q2,-4.258671719293091
三菱製鋼,2018,Q3,24.69725541603499
三菱製鋼,2018,Q4,112.85566089477382
三菱製鋼,2019,Q1,4.822027243469852
三菱製鋼,2019,Q2,0.9225891805704887
三菱製鋼,2019,Q3,-1286.7416548101642
三菱製鋼,2019,Q4,46.808129654618504
三菱製鋼,2020,Q1,-5.704443249973081
三菱製鋼,2020,Q2,-627.4581841291963
三菱製鋼,2020,Q3,1.8606892618034223
三菱製鋼,2020,Q4,28.217851476482416
三菱重工業,2018,Q1,0.4165666304431168
三菱重工業,2018,Q2,-5.420227208943265
三菱重工業,2018,Q3,17.232207708327827
三菱重工業,2018,Q4,33.32320030044269
三菱重工業,2019,Q1,306.6455955696881
三菱重工業,2019,Q2,24.29953013866004
三菱重工業,2019,Q3,31.067780037050913
三菱重工業,2019,Q4,237.55692388948165
三菱重工業,2020,Q1,22.639454249211532
三菱重工業,2020,Q2,-34.21793230514994
三菱重工業,2020,Q3,47.56530540626099
三菱重工業,2020,Q4,48.66256780910308
三菱電機,2018,Q1,23.447265560004283
三菱電機,2018,Q2,25.33009092772038
三菱電機,2018,Q3,26.59652771542069
三菱電機,2018,Q4,34.35500451615575
三菱電機,2019,Q1,21.40139115560192
三菱電機,2019,Q2,24.325955722649404
三菱電機,2019,Q3,24.727577603159954
三菱電機,2019,Q4,35.52834618923836
三菱電機,2020,Q1,18.86559736222851
三菱電機,2020,Q2,16.37304554664039
三菱電機,2020,Q3,25.27493435213811
三菱電機,2020,Q4,28.605671639155734
三谷セキサン,2018,Q1,59.03075768726824
三谷セキサン,2018,Q2,76.87925867264782
三谷セキサン,2018,Q3,58.003100257484725
三谷セキサン,2018,Q4,63.49997380936391
三谷セキサン,2019,Q1,61.07262244271222
三谷セキサン,2019,Q2,60.544360176549
三谷セキサン,2019,Q3,78.95133987164033
三谷セキサン,2019,Q4,60.17244141584381
三谷セキサン,2020,Q1,71.91580825211412
三谷セキサン,2020,Q2,69.11089251616772
三谷セキサン,2020,Q3,69.96097550217262
三谷セキサン,2020,Q4,66.56014527185103
三谷産業,2018,Q1,-0.5698473007428304
三谷産業,2018,Q2,10.664918635612954
三谷産業,2018,Q3,7.15237416573323
三谷産業,2018,Q4,15.251922893430342
三谷産業,2019,Q1,2.111828509281183
三谷産業,2019,Q2,8.005298534958914
三谷産業,2019,Q3,8.442883410211348
三谷産業,2019,Q4,19.346280417890885
三谷産業,2020,Q1,-6.3396462666335545
三谷産業,2020,Q2,9.395006266680776
三谷産業,2020,Q3,5.895439111943181
三谷産業,2020,Q4,13.46484700167293
三越伊勢丹ホールディングス,2018,Q1,3.1382724185852204
三越伊勢丹ホールディングス,2018,Q2,-6.240570320682664
三越伊勢丹ホールディングス,2018,Q3,26.794748076541296
三越伊勢丹ホールディングス,2018,Q4,-26.20360510649686
三越伊勢丹ホールディングス,2019,Q1,19.01582024330494
三越伊勢丹ホールディングス,2019,Q2,0.21647206022207532
三越伊勢丹ホールディングス,2019,Q3,21.197948862511936
三越伊勢丹ホールディングス,2019,Q4,-2.59723069290573
三越伊勢丹ホールディングス,2020,Q1,4.228700480655103
三越伊勢丹ホールディングス,2020,Q2,-64.09638910807102
三越伊勢丹ホールディングス,2020,Q3,-5.1080012887100725
三越伊勢丹ホールディングス,2020,Q4,-40.97836737436235
三重交通グループホールディング,2018,Q1,9.966191073578596
三重交通グループホールディング,2018,Q2,7.788878090458669
三重交通グループホールディング,2018,Q3,12.531779771829974
三重交通グループホールディング,2018,Q4,5.526345915652824
三重交通グループホールディング,2019,Q1,9.645386862473675
三重交通グループホールディング,2019,Q2,9.514362338383481
三重交通グループホールディング,2019,Q3,12.976568702414331
三重交通グループホールディング,2019,Q4,8.431550709215616
三重交通グループホールディング,2020,Q1,11.303548825357211
三重交通グループホールディング,2020,Q2,2.366881357811055
三重交通グループホールディング,2020,Q3,8.4309021833859
三重交通グループホールディング,2020,Q4,5.833973615497613
上新電機,2018,Q1,12.504393227441309
上新電機,2018,Q2,35.40466606570682
上新電機,2018,Q3,37.570131481537075
上新電機,2018,Q4,24.908057775234013
上新電機,2019,Q1,19.808899454282077
上新電機,2019,Q2,61.602851093072175
上新電機,2019,Q3,71.72595992293186
上新電機,2019,Q4,43.52590283622688
上新電機,2020,Q1,46.23129699534919
上新電機,2020,Q2,109.84892125544323
上新電機,2020,Q3,32.89422319879677
上新電機,2020,Q4,41.845627611482215
上組,2018,Q1,33.30249161593821
上組,2018,Q2,35.03199758087721
上組,2018,Q3,42.58394462170325
上組,2018,Q4,35.22810832905144
上組,2019,Q1,45.48096449527524
上組,2019,Q2,40.24584835662121
上組,2019,Q3,42.16936200955316
上組,2019,Q4,41.81785938321901
上組,2020,Q1,35.54233891405415
上組,2020,Q2,32.448349066364365
上組,2020,Q3,37.891671120159565
上組,2020,Q4,37.51184480363524
不二製油グループ本社,2018,Q1,32.26334854879033
不二製油グループ本社,2018,Q2,27.33293994206798
不二製油グループ本社,2018,Q3,40.95180916434491
不二製油グループ本社,2018,Q4,23.10787925466145
不二製油グループ本社,2019,Q1,36.6405410016734
不二製油グループ本社,2019,Q2,20.115483610862565
不二製油グループ本社,2019,Q3,52.123324779752664
不二製油グループ本社,2019,Q4,27.30443802329081
不二製油グループ本社,2020,Q1,41.797395998097976
不二製油グループ本社,2020,Q2,25.90383164375808
不二製油グループ本社,2020,Q3,61.11501099490116
不二製油グループ本社,2020,Q4,34.97220277469831
不動テトラ,2018,Q1,1.313223856216797
不動テトラ,2018,Q2,5.010835310313486
不動テトラ,2018,Q3,7.169729283172576
不動テトラ,2018,Q4,0.08542118002453628
不動テトラ,2019,Q1,33.77600049914207
不動テトラ,2019,Q2,14.98562817878711
不動テトラ,2019,Q3,101.74693964612223
不動テトラ,2019,Q4,44.62094058420137
不動テトラ,2020,Q1,9.383166082217453
不動テトラ,2020,Q2,53.198891200348214
不動テトラ,2020,Q3,34.79728713305309
不動テトラ,2020,Q4,37.867048058939446
世紀東急工業,2018,Q1,-11.669551181999424
世紀東急工業,2018,Q2,-47.95914356745605
世紀東急工業,2018,Q3,51.88497061550099
世紀東急工業,2018,Q4,54.64284920539379
世紀東急工業,2019,Q1,-4.04746074094426
世紀東急工業,2019,Q2,12.217478218704375
世紀東急工業,2019,Q3,40.85654474460428
世紀東急工業,2019,Q4,32.75074882351048
世紀東急工業,2020,Q1,25.014815803203184
世紀東急工業,2020,Q2,14.397562501539351
世紀東急工業,2020,Q3,39.97189441493645
世紀東急工業,2020,Q4,49.62090726782927
中国塗料,2018,Q1,6.203486406878476
中国塗料,2018,Q2,5.163077622051557
中国塗料,2018,Q3,1.0503357990258628
中国塗料,2018,Q4,-1.6222583282029595
中国塗料,2019,Q1,-3.14904093382313
中国塗料,2019,Q2,7.177809503710741
中国塗料,2019,Q3,15.712074569084853
中国塗料,2019,Q4,8.440260555832172
中国塗料,2020,Q1,-21.509425295520504
中国塗料,2020,Q2,15.208443210833977
中国塗料,2020,Q3,13.210262514906178
中国塗料,2020,Q4,-23.00568296348624
中外炉工業,2018,Q1,239.93474684800088
中外炉工業,2018,Q2,4.724465101049287
中外炉工業,2018,Q3,5.513567432064263
中外炉工業,2018,Q4,156.82704645411
中外炉工業,2019,Q1,-19.917380621775354
中外炉工業,2019,Q2,15.56757588204922
中外炉工業,2019,Q3,8.547073877003779
中外炉工業,2019,Q4,89.21186772227992
中外炉工業,2020,Q1,-7.488159740639706
中外炉工業,2020,Q2,56.13133772426329
中外炉工業,2020,Q3,10.688623967542263
中外炉工業,2020,Q4,53.241213502218656
中央倉庫,2018,Q1,19.201782979410325
中央倉庫,2018,Q2,12.94597874894027
中央倉庫,2018,Q3,14.081005203647814
中央倉庫,2018,Q4,11.602293614244395
中央倉庫,2019,Q1,15.755039526751734
中央倉庫,2019,Q2,11.520798611326171
中央倉庫,2019,Q3,14.324532047976005
中央倉庫,2019,Q4,11.129228049219218
中央倉庫,2020,Q1,19.366956017172058
中央倉庫,2020,Q2,11.506645854801404
中央倉庫,2020,Q3,14.931805561664378
中央倉庫,2020,Q4,13.769648043808315
中央発条,2018,Q1,107.30437158449384
中央発条,2018,Q2,111.41841357809257
中央発条,2018,Q3,108.10223092169132
中央発条,2018,Q4,61.02233700273141
中央発条,2019,Q1,63.558790565577084
中央発条,2019,Q2,52.67669085624292
中央発条,2019,Q3,86.38819079692905
中央発条,2019,Q4,107.9273637509436
中央発条,2020,Q1,35.49149218833965
中央発条,2020,Q2,-97.40915444835326
中央発条,2020,Q3,50.02386654467489
中央発条,2020,Q4,56.01995484548307
中山福,2018,Q1,7.464432646750848
中山福,2018,Q2,16.286851573963208
中山福,2018,Q3,11.062049113617107
中山福,2018,Q4,19.519534962407203
中山福,2019,Q1,5.439578797643071
中山福,2019,Q2,11.907123764521977
中山福,2019,Q3,9.190868433065011
中山福,2019,Q4,13.695944812959631
中山福,2020,Q1,1.3121061256839708
中山福,2020,Q2,11.425121700115039
中山福,2020,Q3,11.46320641987584
中山福,2020,Q4,14.776800716929559
中山製鋼所,2018,Q1,0.9781006169100195
中山製鋼所,2018,Q2,6.273021177867555
中山製鋼所,2018,Q3,1.3760950393092095
中山製鋼所,2018,Q4,-43.424704379445615
中山製鋼所,2019,Q1,10.698169486251242
中山製鋼所,2019,Q2,17.90928343371756
中山製鋼所,2019,Q3,1.7708687543569053
中山製鋼所,2019,Q4,-23.60991447890928
中山製鋼所,2020,Q1,11.44727068540893
中山製鋼所,2020,Q2,18.717753406871715
中山製鋼所,2020,Q3,7.542359523921787
中山製鋼所,2020,Q4,8.022858228438116
中広,2018,Q1,-4.466471635634267
中広,2018,Q2,5.2592391963025635
中広,2018,Q3,6.801738418221501
中広,2018,Q4,17.054443251804752
中広,2019,Q1,5.12686628844645
中広,2019,Q2,0.8918447047188611
中広,2019,Q3,34.37127279460572
中広,2019,Q4,12.795566318082708
中広,2020,Q1,2.6445111305404714
中広,2020,Q2,-0.8086216762893583
中広,2020,Q3,11.667186634880586
中広,2020,Q4,1.2523910198398582
中村屋,2018,Q1,-49.46706286299108
中村屋,2018,Q2,-33.93809031172056
中村屋,2018,Q3,113.42754444471886
中村屋,2018,Q4,176.74162428985454
中村屋,2019,Q1,-66.73634006428185
中村屋,2019,Q2,-62.2299791284085
中村屋,2019,Q3,135.34672268607432
中村屋,2019,Q4,167.37889420571884
中村屋,2020,Q1,-95.81951470812854
中村屋,2020,Q2,-89.83517013189129
中村屋,2020,Q3,126.40416153972383
中村屋,2020,Q4,175.97588026262918
中越パルプ工業,2018,Q1,-1993.61621449452
中越パルプ工業,2018,Q2,-27.319178448020374
中越パルプ工業,2018,Q3,-41.049403662130494
中越パルプ工業,2018,Q4,-401.1741670515867
中越パルプ工業,2019,Q1,32.73692572734262
中越パルプ工業,2019,Q2,5.503991606669757
中越パルプ工業,2019,Q3,-2.840745363873026
中越パルプ工業,2019,Q4,-17.471817926641847
中越パルプ工業,2020,Q1,-7.759595432735242
中越パルプ工業,2020,Q2,9.276236420473339
中越パルプ工業,2020,Q3,-29.056975596698347
中越パルプ工業,2020,Q4,-17.430714615929453
中部飼料,2018,Q1,36.439593494059636
中部飼料,2018,Q2,27.708433033648117
中部飼料,2018,Q3,39.24671536195348
中部飼料,2018,Q4,26.639650802871902
中部飼料,2019,Q1,33.36170124848854
中部飼料,2019,Q2,26.618969021077035
中部飼料,2019,Q3,36.10422878761189
中部飼料,2019,Q4,34.85261729273398
中部飼料,2020,Q1,35.210750078197314
中部飼料,2020,Q2,31.079626012499524
中部飼料,2020,Q3,35.76308882554783
中部飼料,2020,Q4,34.04637451863999
中電工,2018,Q1,16.114603384766088
中電工,2018,Q2,16.4681170687057
中電工,2018,Q3,17.136002052090866
中電工,2018,Q4,38.089370248610535
中電工,2019,Q1,37.711720119632666
中電工,2019,Q2,20.802826916715098
中電工,2019,Q3,33.27025438341336
中電工,2019,Q4,23.71612573231984
中電工,2020,Q1,19.628235703414138
中電工,2020,Q2,26.286825767994635
中電工,2020,Q3,24.952488180765034
中電工,2020,Q4,65.41342954543869
丸一鋼管,2018,Q1,41.125001400816224
丸一鋼管,2018,Q2,49.57755252671148
丸一鋼管,2018,Q3,55.40087984050628
丸一鋼管,2018,Q4,27.88558760801582
丸一鋼管,2019,Q1,36.0366567742993
丸一鋼管,2019,Q2,39.82198219936164
丸一鋼管,2019,Q3,41.13559594090294
丸一鋼管,2019,Q4,27.472656247865885
丸一鋼管,2020,Q1,22.530561507878062
丸一鋼管,2020,Q2,36.8329501073774
丸一鋼管,2020,Q3,46.92463420425152
丸一鋼管,2020,Q4,24.28138004477468
丸井グループ,2018,Q1,16.79456944544824
丸井グループ,2018,Q2,17.206130402449432
丸井グループ,2018,Q3,27.346618185165376
丸井グループ,2018,Q4,21.46170844544764
丸井グループ,2019,Q1,23.22498194217642
丸井グループ,2019,Q2,24.270836807665876
丸井グループ,2019,Q3,32.90527616630465
丸井グループ,2019,Q4,28.1906457977849
丸井グループ,2020,Q1,25.64801263136299
丸井グループ,2020,Q2,37.08774596103962
丸井グループ,2020,Q3,27.05808115314499
丸井グループ,2020,Q4,25.073836183101946
丸全昭和運輸,2018,Q1,13.299743066568247
丸全昭和運輸,2018,Q2,12.14574887495031
丸全昭和運輸,2018,Q3,12.921320599148885
丸全昭和運輸,2018,Q4,-24.161414541440188
丸全昭和運輸,2019,Q1,71.15734046320203
丸全昭和運輸,2019,Q2,261.6670072946772
丸全昭和運輸,2019,Q3,138.80952430967727
丸全昭和運輸,2019,Q4,66.46827064067519
丸全昭和運輸,2020,Q1,131.38394167586924
丸全昭和運輸,2020,Q2,38.393775383526695
丸全昭和運輸,2020,Q3,74.15523367622086
丸全昭和運輸,2020,Q4,71.16449073445862
丸大食品,2018,Q1,7.471595643358393
丸大食品,2018,Q2,-0.4439326560036285
丸大食品,2018,Q3,7.743046964478028
丸大食品,2018,Q4,13.233797304784362
丸大食品,2019,Q1,6.304878396465258
丸大食品,2019,Q2,-14.630063286366344
丸大食品,2019,Q3,24.261478965955597
丸大食品,2019,Q4,-8.059632286529235
丸大食品,2020,Q1,27.50440309182948
丸大食品,2020,Q2,6.492249049493826
丸大食品,2020,Q3,15.613542889655974
丸大食品,2020,Q4,-10.199166434242061
丸文,2018,Q1,-4.783687162572928
丸文,2018,Q2,9.371143271561365
丸文,2018,Q3,16.790137009171545
丸文,2018,Q4,42.888611200361964
丸文,2019,Q1,-6.141194278608543
丸文,2019,Q2,11.608706256485327
丸文,2019,Q3,20.613963468307738
丸文,2019,Q4,29.14700430957651
丸文,2020,Q1,-10.048372426573739
丸文,2020,Q2,8.962145303741885
丸文,2020,Q3,16.086864148867857
丸文,2020,Q4,6.7250481717423884
丸紅建材リース,2018,Q1,8.310459301026226
丸紅建材リース,2018,Q2,4.397326801372314
丸紅建材リース,2018,Q3,8.373197336987028
丸紅建材リース,2018,Q4,11.444519690877474
丸紅建材リース,2019,Q1,42.35740897750431
丸紅建材リース,2019,Q2,20.333870875336594
丸紅建材リース,2019,Q3,78.22085727279271
丸紅建材リース,2019,Q4,62.56717870019132
丸紅建材リース,2020,Q1,35.17667832975528
丸紅建材リース,2020,Q2,75.90069718731058
丸紅建材リース,2020,Q3,91.63953560864579
丸紅建材リース,2020,Q4,73.53812955427595
丸運,2018,Q1,2.6773791830578113
丸運,2018,Q2,-0.2528913328301896
丸運,2018,Q3,9.335987122472064
丸運,2018,Q4,6.7484364910931625
丸運,2019,Q1,2.2929795997251636
丸運,2019,Q2,-0.06978121182989572
丸運,2019,Q3,11.222101791836957
丸運,2019,Q4,7.668969810385621
丸運,2020,Q1,2.252874240100398
丸運,2020,Q2,0.4978054625697208
丸運,2020,Q3,11.58951192984193
丸運,2020,Q4,8.701652486163905
九電工,2018,Q1,55.765796815113866
九電工,2018,Q2,86.52668405580224
九電工,2018,Q3,49.45915034036827
九電工,2018,Q4,169.138500553049
九電工,2019,Q1,44.45556304088636
九電工,2019,Q2,90.37086091372734
九電工,2019,Q3,69.90844633431253
九電工,2019,Q4,198.4435369421618
九電工,2020,Q1,40.54011118405581
九電工,2020,Q2,89.13558832924653
九電工,2020,Q3,43.99153874117885
九電工,2020,Q4,176.7310205191179
亀田製菓,2018,Q1,33.36656081735876
亀田製菓,2018,Q2,17.062769213079463
亀田製菓,2018,Q3,66.0531496425634
亀田製菓,2018,Q4,41.44693105284903
亀田製菓,2019,Q1,24.371672867883625
亀田製菓,2019,Q2,26.908675344785728
亀田製菓,2019,Q3,75.64203724507391
亀田製菓,2019,Q4,49.98653774318629
亀田製菓,2020,Q1,20.207382484218414
亀田製菓,2020,Q2,34.15606945489472
亀田製菓,2020,Q3,83.72661179609605
亀田製菓,2020,Q4,51.821240766991245
五洋建設,2018,Q1,15.879019527012328
五洋建設,2018,Q2,14.763114685529118
五洋建設,2018,Q3,17.035673255961203
五洋建設,2018,Q4,10.261657360109005
