企業名,会計年度,四半期,y_hat_sarima_br
イソライト工業,2020,Q2,20.016324773992512
イソライト工業,2020,Q3,17.464094324518154
イソライト工業,2020,Q4,6.409606891631983
イチカワ,2018,Q1,-1.2266614612895783
イチカワ,2018,Q2,9.358283070933819
イチカワ,2018,Q3,5.773127591249324
イチカワ,2018,Q4,1.7534022742343822
イチカワ,2019,Q1,6.991899018605977
イチカワ,2019,Q2,7.54172067114556
イチカワ,2019,Q3,25.268262248256615
イチカワ,2019,Q4,-15.513970566458587
イチカワ,2020,Q1,13.162494521712354
イチカワ,2020,Q2,9.39261579178823
イチカワ,2020,Q3,26.756454498788656
イチカワ,2020,Q4,4.378752439209851
イチケン,2018,Q1,88.50067647380467
イチケン,2018,Q2,10.829712774073343
イチケン,2018,Q3,175.76211544355863
イチケン,2018,Q4,88.64856414812338
イチケン,2019,Q1,41.622873962805436
イチケン,2019,Q2,103.20578365952761
イチケン,2019,Q3,139.88636104043096
イチケン,2019,Q4,81.74107735119392
イチケン,2020,Q1,54.62527878038556
イチケン,2020,Q2,105.62436744826506
イチケン,2020,Q3,132.96434130772016
イチケン,2020,Q4,127.7899912448556
イチネンホールディングス,2018,Q1,29.099461141449552
イチネンホールディングス,2018,Q2,44.81804280809157
イチネンホールディングス,2018,Q3,35.313261436947435
イチネンホールディングス,2018,Q4,43.643652558164725
イチネンホールディングス,2019,Q1,32.43494667470449
イチネンホールディングス,2019,Q2,66.0876139374251
イチネンホールディングス,2019,Q3,32.37804927034907
イチネンホールディングス,2019,Q4,39.56417294538342
イチネンホールディングス,2020,Q1,38.52149598983391
イチネンホールディングス,2020,Q2,60.822618236497384
イチネンホールディングス,2020,Q3,26.887844036406406
イチネンホールディングス,2020,Q4,53.04750179262239
イノテック,2018,Q1,6.645680523067147
イノテック,2018,Q2,16.38243307243132
イノテック,2018,Q3,7.680734974731565
イノテック,2018,Q4,13.17873938907119
イノテック,2019,Q1,7.741027320328254
イノテック,2019,Q2,21.026234114983502
イノテック,2019,Q3,20.064264746208
イノテック,2019,Q4,7.417759968064866
イノテック,2020,Q1,6.7360858015610265
イノテック,2020,Q2,24.705211066407657
イノテック,2020,Q3,18.88664816760426
イノテック,2020,Q4,18.112152338113475
イビデン,2018,Q1,22.21834644092928
イビデン,2018,Q2,-9.909610680438114
イビデン,2018,Q3,30.521097298221708
イビデン,2018,Q4,-13.522128949071217
イビデン,2019,Q1,19.459235977314005
イビデン,2019,Q2,-9.228052390030644
イビデン,2019,Q3,16.613719777123087
イビデン,2019,Q4,18.10926655540867
イビデン,2020,Q1,16.75597940343852
イビデン,2020,Q2,-6.987288335564784
イビデン,2020,Q3,32.89226743192183
イビデン,2020,Q4,30.17036416393719
イフジ産業,2018,Q1,18.972471036641956
イフジ産業,2018,Q2,14.47839170634784
イフジ産業,2018,Q3,22.645595571827666
イフジ産業,2018,Q4,12.73902040601021
イフジ産業,2019,Q1,15.400001163263612
イフジ産業,2019,Q2,16.578403067689052
イフジ産業,2019,Q3,22.86486262927172
イフジ産業,2019,Q4,16.077960565312964
イフジ産業,2020,Q1,16.994037749921386
イフジ産業,2020,Q2,15.106702374842023
イフジ産業,2020,Q3,28.855073305014106
イフジ産業,2020,Q4,22.240964964561435
イリソ電子工業,2018,Q1,68.07637506525083
イリソ電子工業,2018,Q2,49.55428542415481
イリソ電子工業,2018,Q3,74.79213847069029
イリソ電子工業,2018,Q4,33.104261611979936
イリソ電子工業,2019,Q1,25.00492841433855
イリソ電子工業,2019,Q2,42.85758319735395
イリソ電子工業,2019,Q3,44.539537108284215
イリソ電子工業,2019,Q4,30.359581368415036
イリソ電子工業,2020,Q1,48.67399077277412
イリソ電子工業,2020,Q2,-9.482261498837545
イリソ電子工業,2020,Q3,36.25111770860629
イリソ電子工業,2020,Q4,29.327021516779123
インフォコム,2018,Q1,12.154850233352757
インフォコム,2018,Q2,77.33325785669562
インフォコム,2018,Q3,20.804388407785684
インフォコム,2018,Q4,48.223844667521035
インフォコム,2019,Q1,14.690790498996618
インフォコム,2019,Q2,51.19570983601148
インフォコム,2019,Q3,24.557529504505492
インフォコム,2019,Q4,36.7405343375909
インフォコム,2020,Q1,12.772244053897667
インフォコム,2020,Q2,35.00699814715023
インフォコム,2020,Q3,26.840225354547457
インフォコム,2020,Q4,29.557558981476188
インプレスホールディングス,2018,Q1,-0.3045993502100375
インプレスホールディングス,2018,Q2,5.479839532989706
インプレスホールディングス,2018,Q3,11.271171400077657
インプレスホールディングス,2018,Q4,-9.8816337396152
インプレスホールディングス,2019,Q1,2.654299277003794
インプレスホールディングス,2019,Q2,3.4917744003346023
インプレスホールディングス,2019,Q3,16.000983345717067
インプレスホールディングス,2019,Q4,-11.147731179481537
インプレスホールディングス,2020,Q1,3.480051187600478
インプレスホールディングス,2020,Q2,6.283991404593592
インプレスホールディングス,2020,Q3,14.72508177669131
インプレスホールディングス,2020,Q4,-13.591285245087422
イーグル工業,2018,Q1,52.939058636574245
イーグル工業,2018,Q2,20.901024897748904
イーグル工業,2018,Q3,83.60364957129175
イーグル工業,2018,Q4,15.147460712287415
イーグル工業,2019,Q1,46.14811533058587
イーグル工業,2019,Q2,24.534908035401955
イーグル工業,2019,Q3,46.142498323789
イーグル工業,2019,Q4,14.580285790918769
イーグル工業,2020,Q1,33.609174302934946
イーグル工業,2020,Q2,6.277015568871295
イーグル工業,2020,Q3,11.975831580888219
イーグル工業,2020,Q4,35.21980786036548
ウシオ電機,2018,Q1,20.58985259642342
ウシオ電機,2018,Q2,15.086017743074526
ウシオ電機,2018,Q3,20.895484374490145
ウシオ電機,2018,Q4,16.164449177416266
ウシオ電機,2019,Q1,17.636707413911054
ウシオ電機,2019,Q2,16.015101642461698
ウシオ電機,2019,Q3,21.883211758334628
ウシオ電機,2019,Q4,16.08731400843305
ウシオ電機,2020,Q1,21.365974866712303
ウシオ電機,2020,Q2,16.963575989302704
ウシオ電機,2020,Q3,24.55772175234815
ウシオ電機,2020,Q4,16.959005095019307
ウッドワン,2018,Q1,2.5552419698629523
ウッドワン,2018,Q2,-1.2238624285698942
ウッドワン,2018,Q3,8.207702613700395
ウッドワン,2018,Q4,-17.61407795421936
ウッドワン,2019,Q1,0.871452121047402
ウッドワン,2019,Q2,-2.808100455218195
ウッドワン,2019,Q3,19.019753714639002
ウッドワン,2019,Q4,10.215054319775314
ウッドワン,2020,Q1,3.125420655838633
ウッドワン,2020,Q2,5.5530049564479285
ウッドワン,2020,Q3,27.94599031183124
ウッドワン,2020,Q4,17.36111558310955
エア・ウォーター,2018,Q1,27.727593592365025
エア・ウォーター,2018,Q2,27.63141177142655
エア・ウォーター,2018,Q3,38.23664985457791
エア・ウォーター,2018,Q4,24.23256296904934
エア・ウォーター,2019,Q1,33.919625008436704
エア・ウォーター,2019,Q2,31.453014157599057
エア・ウォーター,2019,Q3,38.65783769473716
エア・ウォーター,2019,Q4,41.21768279906525
エア・ウォーター,2020,Q1,34.60043572754487
エア・ウォーター,2020,Q2,24.147427892692612
エア・ウォーター,2020,Q3,49.565953863365976
エア・ウォーター,2020,Q4,32.91466976568189
エイチワン,2018,Q1,31.252989211313867
エイチワン,2018,Q2,79.40504794341481
エイチワン,2018,Q3,50.20863796980535
エイチワン,2018,Q4,12.59771022147917
エイチワン,2019,Q1,30.9619484602214
エイチワン,2019,Q2,46.578665429897015
エイチワン,2019,Q3,50.27297359000629
エイチワン,2019,Q4,4.021720959749457
エイチワン,2020,Q1,12.42269028647248
エイチワン,2020,Q2,-22.16301246613426
エイチワン,2020,Q3,60.076839722658036
エイチワン,2020,Q4,-5.126925967116293
エイベックス,2018,Q1,4.6847190171546575
エイベックス,2018,Q2,-0.5335643859074466
エイベックス,2018,Q3,35.88945644824169
エイベックス,2018,Q4,26.79966111424965
エイベックス,2019,Q1,9.21146019824541
エイベックス,2019,Q2,22.4697339431704
エイベックス,2019,Q3,27.865187739542556
エイベックス,2019,Q4,19.838681957260114
エイベックス,2020,Q1,-2.018281929520488
エイベックス,2020,Q2,-1.6799225125394521
エイベックス,2020,Q3,29.81455758295379
エイベックス,2020,Q4,-6.614874134846367
エクセディ,2018,Q1,75.83607562747495
エクセディ,2018,Q2,82.04777976069931
エクセディ,2018,Q3,86.26346338809704
エクセディ,2018,Q4,68.65116811771092
エクセディ,2019,Q1,39.03949133578111
エクセディ,2019,Q2,46.07607249174353
エクセディ,2019,Q3,74.99491838829223
エクセディ,2019,Q4,56.9322816218403
エクセディ,2020,Q1,39.83551759811927
エクセディ,2020,Q2,-20.76200159811171
エクセディ,2020,Q3,75.5197446194537
エクセディ,2020,Q4,35.34430080720834
エステー,2018,Q1,23.851232755439312
エステー,2018,Q2,54.19242360347191
エステー,2018,Q3,11.045121247065358
エステー,2018,Q4,20.653057947303438
エステー,2019,Q1,10.35441415460393
エステー,2019,Q2,53.2448714401524
エステー,2019,Q3,9.68438416484189
エステー,2019,Q4,14.656744387744995
エステー,2020,Q1,11.685069320430252
エステー,2020,Q2,61.88632395006992
エステー,2020,Q3,16.104297384563132
エステー,2020,Q4,7.628594449859092
エステールホールディングス,2018,Q1,-34.04249088748001
エステールホールディングス,2018,Q2,32.576327900705444
エステールホールディングス,2018,Q3,37.26857411293584
エステールホールディングス,2018,Q4,29.79599761106528
エステールホールディングス,2019,Q1,-25.55636215348414
エステールホールディングス,2019,Q2,19.817297851273835
エステールホールディングス,2019,Q3,33.100518248627694
エステールホールディングス,2019,Q4,36.37040853541269
エステールホールディングス,2020,Q1,-18.527308927975636
エステールホールディングス,2020,Q2,27.415079763572855
エステールホールディングス,2020,Q3,26.70579514322786
エステールホールディングス,2020,Q4,26.978442436415232
エスペック,2018,Q1,3.1523378950233907
エスペック,2018,Q2,37.443329148038906
エスペック,2018,Q3,41.45039848046901
エスペック,2018,Q4,49.376743271508396
エスペック,2019,Q1,27.941333054541587
エスペック,2019,Q2,50.78031913276619
エスペック,2019,Q3,28.569455268447474
エスペック,2019,Q4,78.5740772651517
エスペック,2020,Q1,-6.27796756541694
エスペック,2020,Q2,35.32299473613492
エスペック,2020,Q3,31.412998139546808
エスペック,2020,Q4,46.676638064223916
エスライン,2018,Q1,6.816517881503421
エスライン,2018,Q2,26.482147352437266
エスライン,2018,Q3,36.03551831365511
エスライン,2018,Q4,16.086295145883764
エスライン,2019,Q1,19.77162231521963
エスライン,2019,Q2,16.046806732002636
エスライン,2019,Q3,25.429554470516713
エスライン,2019,Q4,10.947813367610173
エスライン,2020,Q1,-35.42911579788084
エスライン,2020,Q2,18.411732037300936
エスライン,2020,Q3,17.44425222809538
エスライン,2020,Q4,134.4983242080894
エスリード,2018,Q1,44.71444086704833
エスリード,2018,Q2,53.08757703496225
エスリード,2018,Q3,24.659214381696124
エスリード,2018,Q4,97.03636682183831
エスリード,2019,Q1,19.65467443466017
エスリード,2019,Q2,70.80084202259317
エスリード,2019,Q3,57.63243041234371
エスリード,2019,Q4,111.59415681854762
エスリード,2020,Q1,16.378356349899548
エスリード,2020,Q2,110.86635289703254
エスリード,2020,Q3,55.82020114535948
エスリード,2020,Q4,108.58667888279854
エス・エム・エス,2018,Q1,33.10022007612906
エス・エム・エス,2018,Q2,9.249066765904985
エス・エム・エス,2018,Q3,4.164507371608977
エス・エム・エス,2018,Q4,30.14680768389695
エス・エム・エス,2019,Q1,36.24266312715268
エス・エム・エス,2019,Q2,7.034255431194163
エス・エム・エス,2019,Q3,2.747083920540758
エス・エム・エス,2019,Q4,21.628094926439907
エス・エム・エス,2020,Q1,21.411959275304838
エス・エム・エス,2020,Q2,6.63640779063317
エス・エム・エス,2020,Q3,1.5842725309287045
エス・エム・エス,2020,Q4,25.518942161071884
エディオン,2018,Q1,-1.0656264186475042
エディオン,2018,Q2,58.65394752654664
エディオン,2018,Q3,23.11582301655806
エディオン,2018,Q4,-1.7185193310678333
エディオン,2019,Q1,4.97818653197517
エディオン,2019,Q2,49.28582758967745
エディオン,2019,Q3,42.29604386815902
エディオン,2019,Q4,10.27909376988136
エディオン,2020,Q1,-8.996807749929266
エディオン,2020,Q2,79.46719453784068
エディオン,2020,Q3,17.864652298802064
エディオン,2020,Q4,7.242693040492867
エヌ・ティ・ティ・データ,2018,Q1,-31.826070974563564
エヌ・ティ・ティ・データ,2018,Q2,-9.388013810780116
エヌ・ティ・ティ・データ,2018,Q3,81.88952436212499
エヌ・ティ・ティ・データ,2018,Q4,252.87195412718376
エヌ・ティ・ティ・データ,2019,Q1,-54.50135594876555
エヌ・ティ・ティ・データ,2019,Q2,2.048665047503265
エヌ・ティ・ティ・データ,2019,Q3,72.50680669551537
エヌ・ティ・ティ・データ,2019,Q4,102.1018315529942
エヌ・ティ・ティ・データ,2020,Q1,-50.06801353046335
エヌ・ティ・ティ・データ,2020,Q2,6.682203667797129
エヌ・ティ・ティ・データ,2020,Q3,47.999066989946435
エヌ・ティ・ティ・データ,2020,Q4,33.41999334546058
エノモト,2018,Q1,64.60185546630716
エノモト,2018,Q2,31.232898069015334
エノモト,2018,Q3,52.70406175325003
エノモト,2018,Q4,14.118748016828619
エノモト,2019,Q1,32.70054454392816
エノモト,2019,Q2,37.11480366662601
エノモト,2019,Q3,29.440375043801197
エノモト,2019,Q4,23.04016928487546
エノモト,2020,Q1,41.71878285072289
エノモト,2020,Q2,31.82667257277044
エノモト,2020,Q3,36.92500721852692
エノモト,2020,Q4,48.18370513555746
エバラ食品工業,2018,Q1,36.14603010954359
エバラ食品工業,2018,Q2,34.96852460366518
エバラ食品工業,2018,Q3,69.76024676806806
エバラ食品工業,2018,Q4,-8.377629614731077
エバラ食品工業,2019,Q1,28.999380076058696
エバラ食品工業,2019,Q2,39.69133811773314
エバラ食品工業,2019,Q3,79.74495818022594
エバラ食品工業,2019,Q4,-9.364375287809551
エバラ食品工業,2020,Q1,28.722044815478508
エバラ食品工業,2020,Q2,50.070489987211154
エバラ食品工業,2020,Q3,77.236571380887
エバラ食品工業,2020,Q4,6.88525332735166
エフテック,2018,Q1,37.2739896270716
エフテック,2018,Q2,36.36632787058102
エフテック,2018,Q3,40.22781992258207
エフテック,2018,Q4,60.72958664864316
エフテック,2019,Q1,37.27571039316518
エフテック,2019,Q2,31.198309895289086
エフテック,2019,Q3,13.960819762036856
エフテック,2019,Q4,40.838709577098136
エフテック,2020,Q1,31.03804057500626
エフテック,2020,Q2,-7.867158796254948
エフテック,2020,Q3,14.088429337871162
エフテック,2020,Q4,66.89444282278247
エフピコ,2018,Q1,44.849249911694606
エフピコ,2018,Q2,59.243436885253246
エフピコ,2018,Q3,86.60847599978847
エフピコ,2018,Q4,45.58268234943892
エフピコ,2019,Q1,39.638623587116044
エフピコ,2019,Q2,67.7818012515951
エフピコ,2019,Q3,102.79136481916895
エフピコ,2019,Q4,27.406891386655577
エフピコ,2020,Q1,57.35922775032304
エフピコ,2020,Q2,78.28228688544202
エフピコ,2020,Q3,101.69839799441479
エフピコ,2020,Q4,15.608784156860779
エフ・シー・シー,2018,Q1,38.68660979364931
