企業名,会計年度,四半期,y_hat_srw
イリソ電子工業,2019,Q2,58.34
イリソ電子工業,2019,Q3,38.33
イリソ電子工業,2019,Q4,-6.26
イリソ電子工業,2020,Q1,38.6
イリソ電子工業,2020,Q2,32.28
イリソ電子工業,2020,Q3,45.84
イリソ電子工業,2020,Q4,22.77
インターネットイニシアティブ,2018,Q1,15.67
インターネットイニシアティブ,2018,Q2,17.35
インターネットイニシアティブ,2018,Q3,26.63
インターネットイニシアティブ,2018,Q4,39.4337779933777
インターネットイニシアティブ,2019,Q1,19.39
インターネットイニシアティブ,2019,Q2,27.1
インターネットイニシアティブ,2019,Q3,30.45
インターネットイニシアティブ,2019,Q4,31.42
インターネットイニシアティブ,2020,Q1,17.23
インターネットイニシアティブ,2020,Q2,21.73
インターネットイニシアティブ,2020,Q3,35.44
インターネットイニシアティブ,2020,Q4,14.48
インフォコム,2018,Q1,15.73
インフォコム,2018,Q2,78.42
インフォコム,2018,Q3,28.39
インフォコム,2018,Q4,47.15
インフォコム,2019,Q1,17.52
インフォコム,2019,Q2,51.13
インフォコム,2019,Q3,30.66
インフォコム,2019,Q4,37.8
インフォコム,2020,Q1,15.71
インフォコム,2020,Q2,31.37
インフォコム,2020,Q3,25.6
インフォコム,2020,Q4,28.64
インプレスホールディングス,2018,Q1,-0.06
インプレスホールディングス,2018,Q2,5.25
インプレスホールディングス,2018,Q3,14.54
インプレスホールディングス,2018,Q4,-6.64
インプレスホールディングス,2019,Q1,7.89
インプレスホールディングス,2019,Q2,2.94
インプレスホールディングス,2019,Q3,15.6
インプレスホールディングス,2019,Q4,-12.31
インプレスホールディングス,2020,Q1,2.63
インプレスホールディングス,2020,Q2,7.8
インプレスホールディングス,2020,Q3,18.03
インプレスホールディングス,2020,Q4,-17.1
イーグル工業,2018,Q1,59.21
イーグル工業,2018,Q2,20.93
イーグル工業,2018,Q3,94.66
イーグル工業,2018,Q4,37.77
イーグル工業,2019,Q1,43.25
イーグル工業,2019,Q2,41.24
イーグル工業,2019,Q3,19.86
イーグル工業,2019,Q4,39.02
イーグル工業,2020,Q1,25.35
イーグル工業,2020,Q2,23.85
イーグル工業,2020,Q3,-2.11
イーグル工業,2020,Q4,12.15
ウシオ電機,2018,Q1,51.32
ウシオ電機,2018,Q2,13.62
ウシオ電機,2018,Q3,1.63
ウシオ電機,2018,Q4,19.55
ウシオ電機,2019,Q1,17.67
ウシオ電機,2019,Q2,9.79
ウシオ電機,2019,Q3,16.97
ウシオ電機,2019,Q4,44.54
ウシオ電機,2020,Q1,10.02
ウシオ電機,2020,Q2,14.43
ウシオ電機,2020,Q3,47.87
ウシオ電機,2020,Q4,1.22
ウッドワン,2018,Q1,7.41
ウッドワン,2018,Q2,-0.3454593212911091
ウッドワン,2018,Q3,13.86
ウッドワン,2018,Q4,-28.13
ウッドワン,2019,Q1,-4.66
ウッドワン,2019,Q2,-26.08
ウッドワン,2019,Q3,31.63
ウッドワン,2019,Q4,22.68
ウッドワン,2020,Q1,3.9
ウッドワン,2020,Q2,25.31
ウッドワン,2020,Q3,37.78
ウッドワン,2020,Q4,21.85
エア・ウォーター,2018,Q1,24.72
エア・ウォーター,2018,Q2,31.24
エア・ウォーター,2018,Q3,40.18
エア・ウォーター,2018,Q4,32.81
エア・ウォーター,2019,Q1,34.64
エア・ウォーター,2019,Q2,32.47
エア・ウォーター,2019,Q3,40.42
エア・ウォーター,2019,Q4,42.37932348417079
エア・ウォーター,2020,Q1,36.48
エア・ウォーター,2020,Q2,25.79
エア・ウォーター,2020,Q3,53.88
エア・ウォーター,2020,Q4,31.27
エイチワン,2018,Q1,19.96
エイチワン,2018,Q2,97.79
エイチワン,2018,Q3,85.13
エイチワン,2018,Q4,16.9
エイチワン,2019,Q1,47.01
エイチワン,2019,Q2,32.13
エイチワン,2019,Q3,60.75
エイチワン,2019,Q4,4.5
エイチワン,2020,Q1,26.38
エイチワン,2020,Q2,13.57
エイチワン,2020,Q3,44.54
エイチワン,2020,Q4,-41.26
エイチ・ツー・オー　リテイリン,2018,Q1,32.62
エイチ・ツー・オー　リテイリン,2018,Q2,13.87
エイチ・ツー・オー　リテイリン,2018,Q3,76.57
エイチ・ツー・オー　リテイリン,2018,Q4,-4.52
エイチ・ツー・オー　リテイリン,2019,Q1,2.24
エイチ・ツー・オー　リテイリン,2019,Q2,-1.11
エイチ・ツー・オー　リテイリン,2019,Q3,49.27
エイチ・ツー・オー　リテイリン,2019,Q4,-32.89
エイチ・ツー・オー　リテイリン,2020,Q1,12.7
エイチ・ツー・オー　リテイリン,2020,Q2,-0.86
エイチ・ツー・オー　リテイリン,2020,Q3,8.66
エイチ・ツー・オー　リテイリン,2020,Q4,-126.87
エイベックス,2018,Q1,7.48
エイベックス,2018,Q2,-22.2
エイベックス,2018,Q3,63.81
エイベックス,2018,Q4,11.35
エイベックス,2019,Q1,-3.37
エイベックス,2019,Q2,40.09
エイベックス,2019,Q3,19.26
エイベックス,2019,Q4,-1.44
エイベックス,2020,Q1,-8.04
エイベックス,2020,Q2,-32.59
エイベックス,2020,Q3,41.91
エイベックス,2020,Q4,-26.73
エクセディ,2018,Q1,67.19
エクセディ,2018,Q2,78.05
エクセディ,2018,Q3,97.93
エクセディ,2018,Q4,85.05372546451311
エクセディ,2019,Q1,85.12
エクセディ,2019,Q2,74.85
エクセディ,2019,Q3,87.43
エクセディ,2019,Q4,22.14
エクセディ,2020,Q1,35.85
エクセディ,2020,Q2,59.84
エクセディ,2020,Q3,81.45
エクセディ,2020,Q4,20.39
エステー,2018,Q1,21.19
エステー,2018,Q2,54.8
エステー,2018,Q3,11.12
エステー,2018,Q4,22.46
エステー,2019,Q1,7.72
エステー,2019,Q2,53.39
エステー,2019,Q3,7.81
エステー,2019,Q4,12.74
エステー,2020,Q1,12.73
エステー,2020,Q2,64.31
エステー,2020,Q3,17.06
エステー,2020,Q4,8.11
エステールホールディングス,2018,Q1,-27.05
エステールホールディングス,2018,Q2,37.06
エステールホールディングス,2018,Q3,44.84
エステールホールディングス,2018,Q4,21.24
エステールホールディングス,2019,Q1,-21.7
エステールホールディングス,2019,Q2,15.28
エステールホールディングス,2019,Q3,37.04
エステールホールディングス,2019,Q4,34.2
エステールホールディングス,2020,Q1,-11.98
エステールホールディングス,2020,Q2,40.71
エステールホールディングス,2020,Q3,16.45
エステールホールディングス,2020,Q4,13.19
エスペック,2018,Q1,8.09
エスペック,2018,Q2,42.91
エスペック,2018,Q3,44.54
エスペック,2018,Q4,49.22
エスペック,2019,Q1,1.94
エスペック,2019,Q2,53.65
エスペック,2019,Q3,35.4
エスペック,2019,Q4,96.66
エスペック,2020,Q1,10.51
エスペック,2020,Q2,35.28
エスペック,2020,Q3,45.92
エスペック,2020,Q4,31.54
エスライン,2018,Q1,17.71
エスライン,2018,Q2,22.08
エスライン,2018,Q3,34.76
エスライン,2018,Q4,16.41
エスライン,2019,Q1,29.09
エスライン,2019,Q2,22.65
エスライン,2019,Q3,23.12
エスライン,2019,Q4,13.0
エスライン,2020,Q1,13.2
エスライン,2020,Q2,15.01
エスライン,2020,Q3,18.38
エスライン,2020,Q4,240.58
エスリード,2018,Q1,75.56
エスリード,2018,Q2,63.85
エスリード,2018,Q3,21.91
エスリード,2018,Q4,117.75
エスリード,2019,Q1,-1.19
エスリード,2019,Q2,82.3
エスリード,2019,Q3,87.95
エスリード,2019,Q4,120.92
エスリード,2020,Q1,14.97
エスリード,2020,Q2,139.29
エスリード,2020,Q3,59.39
エスリード,2020,Q4,114.93
エス・エム・エス,2018,Q1,33.3
エス・エム・エス,2018,Q2,9.54
エス・エム・エス,2018,Q3,4.17
エス・エム・エス,2018,Q4,30.41
エス・エム・エス,2019,Q1,35.76610395891389
エス・エム・エス,2019,Q2,5.9
エス・エム・エス,2019,Q3,2.67
エス・エム・エス,2019,Q4,21.0
エス・エム・エス,2020,Q1,20.69
エス・エム・エス,2020,Q2,5.97
エス・エム・エス,2020,Q3,2.26
エス・エム・エス,2020,Q4,25.78
エディオン,2018,Q1,1.04
エディオン,2018,Q2,65.08
エディオン,2018,Q3,27.0
エディオン,2018,Q4,0.82
エディオン,2019,Q1,5.93
エディオン,2019,Q2,58.85
エディオン,2019,Q3,22.81
エディオン,2019,Q4,17.85
エディオン,2020,Q1,-18.97
エディオン,2020,Q2,104.68
エディオン,2020,Q3,6.26
エディオン,2020,Q4,9.8
エヌ・ティ・ティ・データ,2018,Q1,62.22816399286987
エヌ・ティ・ティ・データ,2018,Q2,13.14
エヌ・ティ・ティ・データ,2018,Q3,14.88
エヌ・ティ・ティ・データ,2018,Q4,19.30268685793214
エヌ・ティ・ティ・データ,2019,Q1,14.84
エヌ・ティ・ティ・データ,2019,Q2,12.73
エヌ・ティ・ティ・データ,2019,Q3,14.87
エヌ・ティ・ティ・データ,2019,Q4,24.31
エヌ・ティ・ティ・データ,2020,Q1,14.96
エヌ・ティ・ティ・データ,2020,Q2,13.69
エヌ・ティ・ティ・データ,2020,Q3,12.61
エヌ・ティ・ティ・データ,2020,Q4,12.32
エノモト,2018,Q1,174.0
エノモト,2018,Q2,198.717781658023
エノモト,2018,Q3,59.6
エノモト,2018,Q4,46.57
エノモト,2019,Q1,26.41
エノモト,2019,Q2,50.2
エノモト,2019,Q3,40.5
エノモト,2019,Q4,17.1
エノモト,2020,Q1,31.57
エノモト,2020,Q2,21.83
エノモト,2020,Q3,55.91
エノモト,2020,Q4,26.53
エバラ食品工業,2018,Q1,22.03
エバラ食品工業,2018,Q2,21.31
エバラ食品工業,2018,Q3,61.95
エバラ食品工業,2018,Q4,7.59
エバラ食品工業,2019,Q1,31.42
エバラ食品工業,2019,Q2,45.95
エバラ食品工業,2019,Q3,87.38
エバラ食品工業,2019,Q4,-6.32
エバラ食品工業,2020,Q1,29.32
エバラ食品工業,2020,Q2,46.24
エバラ食品工業,2020,Q3,74.19
エバラ食品工業,2020,Q4,-7.71
エフテック,2018,Q1,42.47
エフテック,2018,Q2,71.73
エフテック,2018,Q3,81.96
エフテック,2018,Q4,64.73
エフテック,2019,Q1,41.76
エフテック,2019,Q2,33.13
エフテック,2019,Q3,47.42
エフテック,2019,Q4,29.99
エフテック,2020,Q1,20.77
エフテック,2020,Q2,-27.6
エフテック,2020,Q3,-32.02
エフテック,2020,Q4,56.43
エフピコ,2018,Q1,45.92
エフピコ,2018,Q2,61.03
エフピコ,2018,Q3,83.57
エフピコ,2018,Q4,31.5
エフピコ,2019,Q1,40.19
エフピコ,2019,Q2,64.93
エフピコ,2019,Q3,105.7
エフピコ,2019,Q4,28.68
エフピコ,2020,Q1,46.78
エフピコ,2020,Q2,70.35
エフピコ,2020,Q3,95.4
エフピコ,2020,Q4,48.18
エフ・シー・シー,2018,Q1,45.24
エフ・シー・シー,2018,Q2,49.33
エフ・シー・シー,2018,Q3,64.39
エフ・シー・シー,2018,Q4,34.15
エフ・シー・シー,2019,Q1,64.93
エフ・シー・シー,2019,Q2,69.62
エフ・シー・シー,2019,Q3,47.17
エフ・シー・シー,2019,Q4,53.33
エフ・シー・シー,2020,Q1,49.73
エフ・シー・シー,2020,Q2,52.56
エフ・シー・シー,2020,Q3,60.87
エフ・シー・シー,2020,Q4,-84.23
エフ・ジェー・ネクスト,2018,Q1,26.49
エフ・ジェー・ネクスト,2018,Q2,25.66
エフ・ジェー・ネクスト,2018,Q3,18.2
エフ・ジェー・ネクスト,2018,Q4,72.39
エフ・ジェー・ネクスト,2019,Q1,39.38
エフ・ジェー・ネクスト,2019,Q2,43.84
エフ・ジェー・ネクスト,2019,Q3,21.12
エフ・ジェー・ネクスト,2019,Q4,95.72
エフ・ジェー・ネクスト,2020,Q1,55.69
エフ・ジェー・ネクスト,2020,Q2,38.5
エフ・ジェー・ネクスト,2020,Q3,23.25
エフ・ジェー・ネクスト,2020,Q4,88.54
エムスリー,2018,Q1,12.29
エムスリー,2018,Q2,11.35
エムスリー,2018,Q3,19.52
エムスリー,2018,Q4,15.31
エムスリー,2019,Q1,14.28
エムスリー,2019,Q2,13.052710351466146
エムスリー,2019,Q3,9.35
エムスリー,2019,Q4,7.72
エムスリー,2020,Q1,7.24
エムスリー,2020,Q2,7.24
エムスリー,2020,Q3,9.97
エムスリー,2020,Q4,7.44
エレコム,2018,Q1,36.75
エレコム,2018,Q2,41.53
エレコム,2018,Q3,53.76
エレコム,2018,Q4,50.73
エレコム,2019,Q1,44.28
エレコム,2019,Q2,50.77
エレコム,2019,Q3,57.14
エレコム,2019,Q4,36.07
エレコム,2020,Q1,52.99
エレコム,2020,Q2,53.1
エレコム,2020,Q3,59.27
エレコム,2020,Q4,59.54
エレマテック,2018,Q1,41.19
エレマテック,2018,Q2,65.08
エレマテック,2018,Q3,62.31
エレマテック,2018,Q4,45.18
エレマテック,2019,Q1,48.61
エレマテック,2019,Q2,55.21
エレマテック,2019,Q3,61.54
エレマテック,2019,Q4,-1.0257326026470153
エレマテック,2020,Q1,19.99
エレマテック,2020,Q2,20.83
エレマテック,2020,Q3,21.27
エレマテック,2020,Q4,17.61
エンシュウ,2018,Q1,-0.77
エンシュウ,2018,Q2,5.22
エンシュウ,2018,Q3,0.63
エンシュウ,2018,Q4,4.39
エンシュウ,2019,Q1,3.43
エンシュウ,2019,Q2,5.74490608621017
エンシュウ,2019,Q3,74.19
エンシュウ,2019,Q4,89.99
エンシュウ,2020,Q1,79.93
エンシュウ,2020,Q2,92.84
エンシュウ,2020,Q3,27.3
エンシュウ,2020,Q4,14.86
エンプラス,2018,Q1,78.38
エンプラス,2018,Q2,67.6
エンプラス,2018,Q3,52.86
エンプラス,2018,Q4,-0.6
エンプラス,2019,Q1,39.53
エンプラス,2019,Q2,40.96
エンプラス,2019,Q3,5.18
エンプラス,2019,Q4,-59.7
エンプラス,2020,Q1,49.91
エンプラス,2020,Q2,64.97
エンプラス,2020,Q3,2.55
エンプラス,2020,Q4,-79.04
エーアンドエーマテリアル,2018,Q1,2.11
エーアンドエーマテリアル,2018,Q2,4.049884289020314
エーアンドエーマテリアル,2018,Q3,34.65
エーアンドエーマテリアル,2018,Q4,85.75
エーアンドエーマテリアル,2019,Q1,37.11
エーアンドエーマテリアル,2019,Q2,57.04
エーアンドエーマテリアル,2019,Q3,76.04
エーアンドエーマテリアル,2019,Q4,88.7
エーアンドエーマテリアル,2020,Q1,42.27
エーアンドエーマテリアル,2020,Q2,101.86
エーアンドエーマテリアル,2020,Q3,47.49
エーアンドエーマテリアル,2020,Q4,69.6
エーザイ,2018,Q1,34.28
エーザイ,2018,Q2,31.5
エーザイ,2018,Q3,32.46
エーザイ,2018,Q4,82.93
エーザイ,2019,Q1,42.99
エーザイ,2019,Q2,71.05
エーザイ,2019,Q3,25.57
エーザイ,2019,Q4,81.72
エーザイ,2020,Q1,75.64
エーザイ,2020,Q2,18.58
エーザイ,2020,Q3,161.46
エーザイ,2020,Q4,169.31
エー・アンド・デイ,2018,Q1,-10.73
エー・アンド・デイ,2018,Q2,19.24
エー・アンド・デイ,2018,Q3,9.32
エー・アンド・デイ,2018,Q4,71.39
エー・アンド・デイ,2019,Q1,-11.51
エー・アンド・デイ,2019,Q2,26.44
エー・アンド・デイ,2019,Q3,10.96
エー・アンド・デイ,2019,Q4,66.86
エー・アンド・デイ,2020,Q1,-10.32
エー・アンド・デイ,2020,Q2,19.25
エー・アンド・デイ,2020,Q3,12.58
エー・アンド・デイ,2020,Q4,55.26
オイレス工業,2018,Q1,21.04
オイレス工業,2018,Q2,24.62
オイレス工業,2018,Q3,34.75
オイレス工業,2018,Q4,30.73
オイレス工業,2019,Q1,29.22
オイレス工業,2019,Q2,24.24
オイレス工業,2019,Q3,35.22
オイレス工業,2019,Q4,30.79
オイレス工業,2020,Q1,26.43
オイレス工業,2020,Q2,26.67
オイレス工業,2020,Q3,38.68
オイレス工業,2020,Q4,17.84
オカダアイヨン,2018,Q1,26.16
オカダアイヨン,2018,Q2,33.42
オカダアイヨン,2018,Q3,0.77
オカダアイヨン,2018,Q4,34.11
オカダアイヨン,2019,Q1,32.59
オカダアイヨン,2019,Q2,38.05
オカダアイヨン,2019,Q3,22.58
オカダアイヨン,2019,Q4,30.04
オカダアイヨン,2020,Q1,29.2
オカダアイヨン,2020,Q2,39.02
オカダアイヨン,2020,Q3,3.16
オカダアイヨン,2020,Q4,38.18
オカムラ,2018,Q1,16.28
オカムラ,2018,Q2,16.81
オカムラ,2018,Q3,10.28
オカムラ,2018,Q4,54.86
オカムラ,2019,Q1,19.11
オカムラ,2019,Q2,24.74
オカムラ,2019,Q3,10.85
オカムラ,2019,Q4,38.23
オカムラ,2020,Q1,19.47
オカムラ,2020,Q2,11.59
オカムラ,2020,Q3,14.36
オカムラ,2020,Q4,44.03
オカモト,2018,Q1,21.72
オカモト,2018,Q2,23.83
オカモト,2018,Q3,26.73
オカモト,2018,Q4,-2.58
オカモト,2019,Q1,27.53
オカモト,2019,Q2,14.990660641944013
オカモト,2019,Q3,109.69
オカモト,2019,Q4,9.73
オカモト,2020,Q1,96.6
オカモト,2020,Q2,71.99
オカモト,2020,Q3,17.36
オカモト,2020,Q4,-1.8
オリエンタルランド,2018,Q1,63.35
オリエンタルランド,2018,Q2,65.57
オリエンタルランド,2018,Q3,82.05
オリエンタルランド,2018,Q4,35.72
オリエンタルランド,2019,Q1,64.32
オリエンタルランド,2019,Q2,67.62
オリエンタルランド,2019,Q3,94.27
オリエンタルランド,2019,Q4,48.44
オリエンタルランド,2020,Q1,69.72
オリエンタルランド,2020,Q2,61.31
オリエンタルランド,2020,Q3,84.87
オリエンタルランド,2020,Q4,-26.69
オリジン,2018,Q1,5.73
オリジン,2018,Q2,-7.283597091588041
オリジン,2018,Q3,93.49
オリジン,2018,Q4,56.75
オリジン,2019,Q1,-12.59
オリジン,2019,Q2,213.45
オリジン,2019,Q3,58.59
オリジン,2019,Q4,27.38
オリジン,2020,Q1,15.79
オリジン,2020,Q2,44.67
オリジン,2020,Q3,17.53
オリジン,2020,Q4,-43.08
オリンパス,2018,Q1,29.38
オリンパス,2018,Q2,57.8
オリンパス,2018,Q3,53.19
オリンパス,2018,Q4,26.44
オリンパス,2019,Q1,-48.87
オリンパス,2019,Q2,32.78
オリンパス,2019,Q3,35.21
オリンパス,2019,Q4,4.6335836448720285
オリンパス,2020,Q1,6.32
オリンパス,2020,Q2,20.9
オリンパス,2020,Q3,17.95
オリンパス,2020,Q4,-5.81
オルガノ,2018,Q1,-13.98
オルガノ,2018,Q2,9.870641617762267
オルガノ,2018,Q3,50.0
オルガノ,2018,Q4,213.55
オルガノ,2019,Q1,-18.15
オルガノ,2019,Q2,97.97
オルガノ,2019,Q3,70.66
オルガノ,2019,Q4,238.94
オルガノ,2020,Q1,70.68
オルガノ,2020,Q2,247.77
オルガノ,2020,Q3,131.9
オルガノ,2020,Q4,175.59
オーイズミ,2018,Q1,-1.47
オーイズミ,2018,Q2,-25.99
オーイズミ,2018,Q3,4.61
オーイズミ,2018,Q4,-7.52
オーイズミ,2019,Q1,-5.25
オーイズミ,2019,Q2,7.35
オーイズミ,2019,Q3,25.82
オーイズミ,2019,Q4,-1.33
オーイズミ,2020,Q1,5.59
オーイズミ,2020,Q2,17.55
オーイズミ,2020,Q3,5.59
オーイズミ,2020,Q4,11.91
オークマ,2018,Q1,15.22
オークマ,2018,Q2,21.53152671144679
オークマ,2018,Q3,134.97
オークマ,2018,Q4,125.86
オークマ,2019,Q1,115.89
オークマ,2019,Q2,133.13
オークマ,2019,Q3,150.42
オークマ,2019,Q4,179.5
オークマ,2020,Q1,88.19
オークマ,2020,Q2,106.34
オークマ,2020,Q3,89.4
オークマ,2020,Q4,55.37
オートバックスセブン,2018,Q1,3.64
オートバックスセブン,2018,Q2,12.34
オートバックスセブン,2018,Q3,48.22
オートバックスセブン,2018,Q4,1.3
オートバックスセブン,2019,Q1,4.35
オートバックスセブン,2019,Q2,2.87
オートバックスセブン,2019,Q3,49.35
オートバックスセブン,2019,Q4,9.98
オートバックスセブン,2020,Q1,10.22
オートバックスセブン,2020,Q2,25.21
オートバックスセブン,2020,Q3,42.66
オートバックスセブン,2020,Q4,-30.98
オーハシテクニカ,2018,Q1,44.8
オーハシテクニカ,2018,Q2,50.55
オーハシテクニカ,2018,Q3,53.85
オーハシテクニカ,2018,Q4,56.93
オーハシテクニカ,2019,Q1,54.23
