企業名,会計年度,四半期,end_month_date,end_month_price
アルフレッサ　ホールディングス,2018,Q2,2018-08-31,2787.0
アルフレッサ　ホールディングス,2018,Q3,2018-11-30,3020.0
アルフレッサ　ホールディングス,2018,Q4,2019-02-28,3225.0
アルフレッサ　ホールディングス,2019,Q1,2019-05-31,2735.0
アルフレッサ　ホールディングス,2019,Q2,2019-08-30,2405.0
アルフレッサ　ホールディングス,2019,Q3,2019-11-29,2261.0
アルフレッサ　ホールディングス,2019,Q4,2020-02-28,1896.0
アルフレッサ　ホールディングス,2020,Q1,2020-05-29,2173.0
アルフレッサ　ホールディングス,2020,Q2,2020-08-31,2130.0
アルフレッサ　ホールディングス,2020,Q3,2020-11-30,2090.0
アルフレッサ　ホールディングス,2020,Q4,2021-02-26,2054.0
アルプスアルパイン,2018,Q1,2018-05-31,2584.0
アルプスアルパイン,2018,Q2,2018-08-31,3340.0
アルプスアルパイン,2018,Q3,2018-11-30,2631.0
アルプスアルパイン,2018,Q4,2019-02-28,2187.0
アルプスアルパイン,2019,Q1,2019-05-31,1800.0
アルプスアルパイン,2019,Q2,2019-08-30,1855.0
アルプスアルパイン,2019,Q3,2019-11-29,2471.0
アルプスアルパイン,2019,Q4,2020-02-28,1659.0
アルプスアルパイン,2020,Q1,2020-05-29,1302.0
アルプスアルパイン,2020,Q2,2020-08-31,1686.0
アルプスアルパイン,2020,Q3,2020-11-30,1308.0
アルプスアルパイン,2020,Q4,2021-02-26,1402.0
アルプス物流,2018,Q1,2018-05-31,910.0
アルプス物流,2018,Q2,2018-08-31,840.0
アルプス物流,2018,Q3,2018-11-30,892.0
アルプス物流,2018,Q4,2019-02-28,834.0
アルプス物流,2019,Q1,2019-05-31,730.0
アルプス物流,2019,Q2,2019-08-30,712.0
アルプス物流,2019,Q3,2019-11-29,819.0
アルプス物流,2019,Q4,2020-02-28,734.0
アルプス物流,2020,Q1,2020-05-29,781.0
アルプス物流,2020,Q2,2020-08-31,818.0
アルプス物流,2020,Q3,2020-11-30,765.0
アルプス物流,2020,Q4,2021-02-26,981.0
アンリツ,2018,Q1,2018-05-31,1459.0
アンリツ,2018,Q2,2018-08-31,1741.0
アンリツ,2018,Q3,2018-11-30,1861.0
アンリツ,2018,Q4,2019-02-28,2202.0
アンリツ,2019,Q1,2019-05-31,1738.0
アンリツ,2019,Q2,2019-08-30,1989.0
アンリツ,2019,Q3,2019-11-29,2081.0
アンリツ,2019,Q4,2020-02-28,1774.0
アンリツ,2020,Q1,2020-05-29,2123.0
アンリツ,2020,Q2,2020-08-31,2314.0
アンリツ,2020,Q3,2020-11-30,2379.0
アンリツ,2020,Q4,2021-02-26,2273.0
アートネイチャー,2018,Q1,2018-05-31,713.0
アートネイチャー,2018,Q2,2018-08-31,717.0
アートネイチャー,2018,Q3,2018-11-30,682.0
アートネイチャー,2018,Q4,2019-02-28,655.0
アートネイチャー,2019,Q1,2019-05-31,621.0
アートネイチャー,2019,Q2,2019-08-30,631.0
アートネイチャー,2019,Q3,2019-11-29,788.0
アートネイチャー,2019,Q4,2020-02-28,641.0
アートネイチャー,2020,Q1,2020-05-29,638.0
アートネイチャー,2020,Q2,2020-08-31,615.0
アートネイチャー,2020,Q3,2020-11-30,669.0
アートネイチャー,2020,Q4,2021-02-26,660.0
イエローハット,2018,Q1,2018-05-31,3220.0
イエローハット,2018,Q2,2018-08-31,3095.0
イエローハット,2018,Q3,2018-11-30,2983.0
イエローハット,2018,Q4,2019-02-28,2970.0
イエローハット,2019,Q1,2019-05-31,1394.0
イエローハット,2019,Q2,2019-08-30,1594.0
イエローハット,2019,Q3,2019-11-29,1973.0
イエローハット,2019,Q4,2020-02-28,1456.0
イエローハット,2020,Q1,2020-05-29,1536.0
イエローハット,2020,Q2,2020-08-31,1747.0
イエローハット,2020,Q3,2020-11-30,1610.0
イエローハット,2020,Q4,2021-02-26,1667.0
イソライト工業,2018,Q1,2018-05-31,741.0
イソライト工業,2018,Q2,2018-08-31,638.0
イソライト工業,2018,Q3,2018-11-30,547.0
イソライト工業,2018,Q4,2019-02-28,537.0
イソライト工業,2019,Q1,2019-05-31,460.0
イソライト工業,2019,Q2,2019-08-30,417.0
イソライト工業,2019,Q3,2019-11-29,695.0
イソライト工業,2019,Q4,2020-02-28,486.0
イソライト工業,2020,Q1,2020-05-29,517.0
イソライト工業,2020,Q2,2020-08-31,430.0
イソライト工業,2020,Q3,2020-11-30,442.0
イソライト工業,2020,Q4,2021-02-26,638.0
イチカワ,2018,Q1,2018-05-31,359.0
イチカワ,2018,Q2,2018-08-31,344.0
イチカワ,2018,Q3,2018-11-30,1508.0
イチカワ,2018,Q4,2019-02-28,1411.0
イチカワ,2019,Q1,2019-05-31,1311.0
イチカワ,2019,Q2,2019-08-30,1340.0
イチカワ,2019,Q3,2019-11-29,1484.0
イチカワ,2019,Q4,2020-02-28,1322.0
イチカワ,2020,Q1,2020-05-29,1371.0
イチカワ,2020,Q2,2020-08-31,1284.0
イチカワ,2020,Q3,2020-11-30,1347.0
イチカワ,2020,Q4,2021-02-26,1350.0
イチケン,2018,Q1,2018-05-31,2540.0
イチケン,2018,Q2,2018-08-31,2150.0
イチケン,2018,Q3,2018-11-30,2165.0
イチケン,2018,Q4,2019-02-28,1952.0
イチケン,2019,Q1,2019-05-31,1677.0
イチケン,2019,Q2,2019-08-30,1577.0
イチケン,2019,Q3,2019-11-29,1779.0
イチケン,2019,Q4,2020-02-28,1535.0
イチケン,2020,Q1,2020-05-29,1505.0
イチケン,2020,Q2,2020-08-31,1566.0
イチケン,2020,Q3,2020-11-30,1755.0
イチケン,2020,Q4,2021-02-26,2076.0
イチネンホールディングス,2018,Q1,2018-05-31,1431.0
イチネンホールディングス,2018,Q2,2018-08-31,1370.0
イチネンホールディングス,2018,Q3,2018-11-30,1456.0
イチネンホールディングス,2018,Q4,2019-02-28,1284.0
イチネンホールディングス,2019,Q1,2019-05-31,1087.0
イチネンホールディングス,2019,Q2,2019-08-30,1032.0
イチネンホールディングス,2019,Q3,2019-11-29,1412.0
イチネンホールディングス,2019,Q4,2020-02-28,1140.0
イチネンホールディングス,2020,Q1,2020-05-29,1223.0
イチネンホールディングス,2020,Q2,2020-08-31,1223.0
イチネンホールディングス,2020,Q3,2020-11-30,1312.0
イチネンホールディングス,2020,Q4,2021-02-26,1313.0
イノテック,2018,Q1,2018-05-31,1422.0
イノテック,2018,Q2,2018-08-31,1375.0
イノテック,2018,Q3,2018-11-30,1172.0
イノテック,2018,Q4,2019-02-28,1027.0
イノテック,2019,Q1,2019-05-31,817.0
イノテック,2019,Q2,2019-08-30,837.0
イノテック,2019,Q3,2019-11-29,1061.0
イノテック,2019,Q4,2020-02-28,939.0
イノテック,2020,Q1,2020-05-29,1113.0
イノテック,2020,Q2,2020-08-31,1012.0
イノテック,2020,Q3,2020-11-30,906.0
イノテック,2020,Q4,2021-02-26,1210.0
イビデン,2018,Q1,2018-05-31,1693.0
イビデン,2018,Q2,2018-08-31,1614.0
イビデン,2018,Q3,2018-11-30,1579.0
イビデン,2018,Q4,2019-02-28,1580.0
イビデン,2019,Q1,2019-05-31,1687.0
イビデン,2019,Q2,2019-08-30,2063.0
イビデン,2019,Q3,2019-11-29,2585.0
イビデン,2019,Q4,2020-02-28,2389.0
イビデン,2020,Q1,2020-05-29,2852.0
イビデン,2020,Q2,2020-08-31,3325.0
イビデン,2020,Q3,2020-11-30,4890.0
イビデン,2020,Q4,2021-02-26,4330.0
イフジ産業,2018,Q1,2018-05-31,778.0
イフジ産業,2018,Q2,2018-08-31,767.0
イフジ産業,2018,Q3,2018-11-30,713.0
イフジ産業,2018,Q4,2019-02-28,736.0
イフジ産業,2019,Q1,2019-05-31,661.0
イフジ産業,2019,Q2,2019-08-30,711.0
イフジ産業,2019,Q3,2019-11-29,770.0
イフジ産業,2019,Q4,2020-02-28,748.0
イフジ産業,2020,Q1,2020-05-29,802.0
イフジ産業,2020,Q2,2020-08-31,865.0
イフジ産業,2020,Q3,2020-11-30,826.0
イフジ産業,2020,Q4,2021-02-26,914.0
イリソ電子工業,2018,Q1,2018-05-31,6760.0
イリソ電子工業,2018,Q2,2018-08-31,6270.0
イリソ電子工業,2018,Q3,2018-11-30,4975.0
イリソ電子工業,2018,Q4,2019-02-28,4925.0
イリソ電子工業,2019,Q1,2019-05-31,4940.0
イリソ電子工業,2019,Q2,2019-08-30,5090.0
イリソ電子工業,2019,Q3,2019-11-29,5250.0
イリソ電子工業,2019,Q4,2020-02-28,3670.0
イリソ電子工業,2020,Q1,2020-05-29,3435.0
イリソ電子工業,2020,Q2,2020-08-31,3915.0
イリソ電子工業,2020,Q3,2020-11-30,4225.0
イリソ電子工業,2020,Q4,2021-02-26,4830.0
インフォコム,2018,Q1,2018-05-31,2649.0
インフォコム,2018,Q2,2018-08-31,3525.0
インフォコム,2018,Q3,2018-11-30,4730.0
インフォコム,2018,Q4,2019-02-28,2008.0
インフォコム,2019,Q1,2019-05-31,2362.0
インフォコム,2019,Q2,2019-08-30,2542.0
インフォコム,2019,Q3,2019-11-29,2455.0
インフォコム,2019,Q4,2020-02-28,2719.0
インフォコム,2020,Q1,2020-05-29,2807.0
インフォコム,2020,Q2,2020-08-31,3525.0
インフォコム,2020,Q3,2020-11-30,3660.0
インフォコム,2020,Q4,2021-02-26,2629.0
インプレスホールディングス,2018,Q1,2018-05-31,188.0
インプレスホールディングス,2018,Q2,2018-08-31,179.0
インプレスホールディングス,2018,Q3,2018-11-30,165.0
インプレスホールディングス,2018,Q4,2019-02-28,154.0
インプレスホールディングス,2019,Q1,2019-05-31,130.0
インプレスホールディングス,2019,Q2,2019-08-30,138.0
インプレスホールディングス,2019,Q3,2019-11-29,183.0
インプレスホールディングス,2019,Q4,2020-02-28,141.0
インプレスホールディングス,2020,Q1,2020-05-29,152.0
インプレスホールディングス,2020,Q2,2020-08-31,154.0
インプレスホールディングス,2020,Q3,2020-11-30,174.0
インプレスホールディングス,2020,Q4,2021-02-26,191.0
イーグル工業,2018,Q1,2018-05-31,1799.0
イーグル工業,2018,Q2,2018-08-31,1574.0
イーグル工業,2018,Q3,2018-11-30,1489.0
イーグル工業,2018,Q4,2019-02-28,1319.0
イーグル工業,2019,Q1,2019-05-31,1010.0
イーグル工業,2019,Q2,2019-08-30,978.0
イーグル工業,2019,Q3,2019-11-29,1071.0
イーグル工業,2019,Q4,2020-02-28,819.0
イーグル工業,2020,Q1,2020-05-29,758.0
イーグル工業,2020,Q2,2020-08-31,745.0
イーグル工業,2020,Q3,2020-11-30,903.0
イーグル工業,2020,Q4,2021-02-26,1083.0
ウシオ電機,2018,Q1,2018-05-31,1400.0
ウシオ電機,2018,Q2,2018-08-31,1466.0
ウシオ電機,2018,Q3,2018-11-30,1272.0
ウシオ電機,2018,Q4,2019-02-28,1250.0
ウシオ電機,2019,Q1,2019-05-31,1364.0
ウシオ電機,2019,Q2,2019-08-30,1363.0
ウシオ電機,2019,Q3,2019-11-29,1637.0
ウシオ電機,2019,Q4,2020-02-28,1350.0
ウシオ電機,2020,Q1,2020-05-29,1281.0
ウシオ電機,2020,Q2,2020-08-31,1314.0
ウシオ電機,2020,Q3,2020-11-30,1315.0
ウシオ電機,2020,Q4,2021-02-26,1328.0
ウッドワン,2018,Q1,2018-05-31,1419.0
ウッドワン,2018,Q2,2018-08-31,1302.0
ウッドワン,2018,Q3,2018-11-30,1172.0
ウッドワン,2018,Q4,2019-02-28,1097.0
ウッドワン,2019,Q1,2019-05-31,1000.0
ウッドワン,2019,Q2,2019-08-30,1010.0
ウッドワン,2019,Q3,2019-11-29,1169.0
ウッドワン,2019,Q4,2020-02-28,921.0
ウッドワン,2020,Q1,2020-05-29,1126.0
ウッドワン,2020,Q2,2020-08-31,1190.0
ウッドワン,2020,Q3,2020-11-30,1168.0
ウッドワン,2020,Q4,2021-02-26,1039.0
エア・ウォーター,2018,Q1,2018-05-31,2118.0
エア・ウォーター,2018,Q2,2018-08-31,1992.0
エア・ウォーター,2018,Q3,2018-11-30,1837.0
エア・ウォーター,2018,Q4,2019-02-28,1776.0
エア・ウォーター,2019,Q1,2019-05-31,1618.0
エア・ウォーター,2019,Q2,2019-08-30,1805.0
エア・ウォーター,2019,Q3,2019-11-29,1758.0
エア・ウォーター,2019,Q4,2020-02-28,1429.0
エア・ウォーター,2020,Q1,2020-05-29,1565.0
エア・ウォーター,2020,Q2,2020-08-31,1490.0
エア・ウォーター,2020,Q3,2020-11-30,1721.0
エア・ウォーター,2020,Q4,2021-02-26,1752.0
エイチワン,2018,Q1,2018-05-31,1209.0
エイチワン,2018,Q2,2018-08-31,1333.0
エイチワン,2018,Q3,2018-11-30,1100.0
エイチワン,2018,Q4,2019-02-28,1094.0
エイチワン,2019,Q1,2019-05-31,709.0
エイチワン,2019,Q2,2019-08-30,621.0
エイチワン,2019,Q3,2019-11-29,749.0
エイチワン,2019,Q4,2020-02-28,618.0
エイチワン,2020,Q1,2020-05-29,548.0
エイチワン,2020,Q2,2020-08-31,528.0
エイチワン,2020,Q3,2020-11-30,700.0
エイチワン,2020,Q4,2021-02-26,739.0
エイベックス,2018,Q1,2018-05-31,1516.0
エイベックス,2018,Q2,2018-08-31,1490.0
エイベックス,2018,Q3,2018-11-30,1545.0
エイベックス,2018,Q4,2019-02-28,1451.0
エイベックス,2019,Q1,2019-05-31,1343.0
エイベックス,2019,Q2,2019-08-30,1257.0
エイベックス,2019,Q3,2019-11-29,1310.0
エイベックス,2019,Q4,2020-02-28,1014.0
エイベックス,2020,Q1,2020-05-29,953.0
エイベックス,2020,Q2,2020-08-31,915.0
エイベックス,2020,Q3,2020-11-30,942.0
エイベックス,2020,Q4,2021-02-26,1483.0
エクセディ,2018,Q1,2018-05-31,3430.0
エクセディ,2018,Q2,2018-08-31,3495.0
エクセディ,2018,Q3,2018-11-30,2914.0
エクセディ,2018,Q4,2019-02-28,2655.0
エクセディ,2019,Q1,2019-05-31,2137.0
エクセディ,2019,Q2,2019-08-30,1992.0
エクセディ,2019,Q3,2019-11-29,2462.0
エクセディ,2019,Q4,2020-02-28,2017.0
エクセディ,2020,Q1,2020-05-29,1733.0
エクセディ,2020,Q2,2020-08-31,1422.0
エクセディ,2020,Q3,2020-11-30,1234.0
エクセディ,2020,Q4,2021-02-26,1622.0
エステー,2018,Q1,2018-05-31,2677.0
エステー,2018,Q2,2018-08-31,2046.0
エステー,2018,Q3,2018-11-30,2182.0
エステー,2018,Q4,2019-02-28,1978.0
エステー,2019,Q1,2019-05-31,1716.0
エステー,2019,Q2,2019-08-30,1541.0
エステー,2019,Q3,2019-11-29,1718.0
エステー,2019,Q4,2020-02-28,1460.0
エステー,2020,Q1,2020-05-29,1657.0
エステー,2020,Q2,2020-08-31,2034.0
エステー,2020,Q3,2020-11-30,2037.0
エステー,2020,Q4,2021-02-26,1860.0
エステールホールディングス,2018,Q1,2018-05-31,794.0
エステールホールディングス,2018,Q2,2018-08-31,755.0
エステールホールディングス,2018,Q3,2018-11-30,700.0
エステールホールディングス,2018,Q4,2019-02-28,691.0
エステールホールディングス,2019,Q1,2019-05-31,601.0
エステールホールディングス,2019,Q2,2019-08-30,612.0
エステールホールディングス,2019,Q3,2019-11-29,676.0
エステールホールディングス,2019,Q4,2020-02-28,620.0
エステールホールディングス,2020,Q1,2020-05-29,601.0
エステールホールディングス,2020,Q2,2020-08-31,627.0
エステールホールディングス,2020,Q3,2020-11-30,617.0
エステールホールディングス,2020,Q4,2021-02-26,668.0
エスペック,2018,Q1,2018-05-31,2390.0
エスペック,2018,Q2,2018-08-31,2280.0
エスペック,2018,Q3,2018-11-30,2107.0
エスペック,2018,Q4,2019-02-28,2076.0
エスペック,2019,Q1,2019-05-31,2234.0
エスペック,2019,Q2,2019-08-30,1879.0
エスペック,2019,Q3,2019-11-29,2122.0
エスペック,2019,Q4,2020-02-28,1991.0
エスペック,2020,Q1,2020-05-29,1762.0
エスペック,2020,Q2,2020-08-31,1832.0
エスペック,2020,Q3,2020-11-30,1940.0
エスペック,2020,Q4,2021-02-26,1809.0
エスライン,2018,Q1,2018-05-31,1190.0
エスライン,2018,Q2,2018-08-31,1170.0
エスライン,2018,Q3,2018-11-30,1164.0
エスライン,2018,Q4,2019-02-28,1155.0
エスライン,2019,Q1,2019-05-31,949.0
エスライン,2019,Q2,2019-08-30,820.0
エスライン,2019,Q3,2019-11-29,994.0
エスライン,2019,Q4,2020-02-28,865.0
エスライン,2020,Q1,2020-05-29,1005.0
エスライン,2020,Q2,2020-08-31,923.0
エスライン,2020,Q3,2020-11-30,932.0
エスライン,2020,Q4,2021-02-26,881.0
エスリード,2018,Q1,2018-05-31,2016.0
エスリード,2018,Q2,2018-08-31,1565.0
エスリード,2018,Q3,2018-11-30,1621.0
エスリード,2018,Q4,2019-02-28,1631.0
エスリード,2019,Q1,2019-05-31,1518.0
エスリード,2019,Q2,2019-08-30,1586.0
エスリード,2019,Q3,2019-11-29,2147.0
エスリード,2019,Q4,2020-02-28,1650.0
エスリード,2020,Q1,2020-05-29,1515.0
エスリード,2020,Q2,2020-08-31,1305.0
エスリード,2020,Q3,2020-11-30,1317.0
エスリード,2020,Q4,2021-02-26,1578.0
エス・エム・エス,2018,Q1,2018-05-31,4085.0
エス・エム・エス,2018,Q2,2018-08-31,2108.0
エス・エム・エス,2018,Q3,2018-11-30,1870.0
エス・エム・エス,2018,Q4,2019-02-28,1972.0
エス・エム・エス,2019,Q1,2019-05-31,2628.0
エス・エム・エス,2019,Q2,2019-08-30,2373.0
エス・エム・エス,2019,Q3,2019-11-29,2964.0
エス・エム・エス,2019,Q4,2020-02-28,2069.0
エス・エム・エス,2020,Q1,2020-05-29,2677.0
エス・エム・エス,2020,Q2,2020-08-31,2934.0
エス・エム・エス,2020,Q3,2020-11-30,3785.0
エス・エム・エス,2020,Q4,2021-02-26,3480.0
エディオン,2018,Q1,2018-05-31,1123.0
エディオン,2018,Q2,2018-08-31,1272.0
エディオン,2018,Q3,2018-11-30,1248.0
エディオン,2018,Q4,2019-02-28,997.0
エディオン,2019,Q1,2019-05-31,946.0
エディオン,2019,Q2,2019-08-30,1012.0
エディオン,2019,Q3,2019-11-29,1182.0
エディオン,2019,Q4,2020-02-28,906.0
エディオン,2020,Q1,2020-05-29,1000.0
エディオン,2020,Q2,2020-08-31,1201.0
エディオン,2020,Q3,2020-11-30,975.0
エディオン,2020,Q4,2021-02-26,1066.0
エヌ・ティ・ティ・データ,2018,Q1,2018-05-31,1217.0
エヌ・ティ・ティ・データ,2018,Q2,2018-08-31,1428.0
エヌ・ティ・ティ・データ,2018,Q3,2018-11-30,1320.0
エヌ・ティ・ティ・データ,2018,Q4,2019-02-28,1217.0
エヌ・ティ・ティ・データ,2019,Q1,2019-05-31,1300.0
エヌ・ティ・ティ・データ,2019,Q2,2019-08-30,1371.0
エヌ・ティ・ティ・データ,2019,Q3,2019-11-29,1492.0
エヌ・ティ・ティ・データ,2019,Q4,2020-02-28,1291.0
エヌ・ティ・ティ・データ,2020,Q1,2020-05-29,1245.0
エヌ・ティ・ティ・データ,2020,Q2,2020-08-31,1212.0
エヌ・ティ・ティ・データ,2020,Q3,2020-11-30,1388.0
エヌ・ティ・ティ・データ,2020,Q4,2021-02-26,1625.0
エノモト,2018,Q1,2018-05-31,1481.0
エノモト,2018,Q2,2018-08-31,1215.0
エノモト,2018,Q3,2018-11-30,1020.0
エノモト,2018,Q4,2019-02-28,920.0
エノモト,2019,Q1,2019-05-31,722.0
エノモト,2019,Q2,2019-08-30,886.0
エノモト,2019,Q3,2019-11-29,1133.0
エノモト,2019,Q4,2020-02-28,965.0
エノモト,2020,Q1,2020-05-29,1093.0
エノモト,2020,Q2,2020-08-31,984.0
エノモト,2020,Q3,2020-11-30,1272.0
エノモト,2020,Q4,2021-02-26,1827.0
エバラ食品工業,2018,Q1,2018-05-31,2317.0
エバラ食品工業,2018,Q2,2018-08-31,2108.0
エバラ食品工業,2018,Q3,2018-11-30,2228.0
エバラ食品工業,2018,Q4,2019-02-28,2180.0
エバラ食品工業,2019,Q1,2019-05-31,2108.0
エバラ食品工業,2019,Q2,2019-08-30,2062.0
エバラ食品工業,2019,Q3,2019-11-29,2182.0
エバラ食品工業,2019,Q4,2020-02-28,2005.0
エバラ食品工業,2020,Q1,2020-05-29,2203.0
エバラ食品工業,2020,Q2,2020-08-31,2192.0
エバラ食品工業,2020,Q3,2020-11-30,2380.0
エバラ食品工業,2020,Q4,2021-02-26,2666.0
エフテック,2018,Q1,2018-05-31,1365.0
エフテック,2018,Q2,2018-08-31,1245.0
エフテック,2018,Q3,2018-11-30,1113.0
エフテック,2018,Q4,2019-02-28,971.0
エフテック,2019,Q1,2019-05-31,711.0
エフテック,2019,Q2,2019-08-30,688.0
エフテック,2019,Q3,2019-11-29,738.0
エフテック,2019,Q4,2020-02-28,609.0
エフテック,2020,Q1,2020-05-29,525.0
エフテック,2020,Q2,2020-08-31,465.0
エフテック,2020,Q3,2020-11-30,568.0
エフテック,2020,Q4,2021-02-26,648.0
エフピコ,2018,Q1,2018-05-31,6310.0
エフピコ,2018,Q2,2018-08-31,6260.0
エフピコ,2018,Q3,2018-11-30,6930.0
エフピコ,2018,Q4,2019-02-28,6800.0
エフピコ,2019,Q1,2019-05-31,6350.0
エフピコ,2019,Q2,2019-08-30,6990.0
エフピコ,2019,Q3,2019-11-29,6510.0
エフピコ,2019,Q4,2020-02-28,6480.0
エフピコ,2020,Q1,2020-05-29,7910.0
エフピコ,2020,Q2,2020-08-31,8080.0
エフピコ,2020,Q3,2020-11-30,4185.0
エフピコ,2020,Q4,2021-02-26,4135.0
エフ・シー・シー,2018,Q1,2018-05-31,3000.0
エフ・シー・シー,2018,Q2,2018-08-31,3445.0
エフ・シー・シー,2018,Q3,2018-11-30,2951.0
エフ・シー・シー,2018,Q4,2019-02-28,2577.0
エフ・シー・シー,2019,Q1,2019-05-31,2185.0
エフ・シー・シー,2019,Q2,2019-08-30,1930.0
エフ・シー・シー,2019,Q3,2019-11-29,2369.0
エフ・シー・シー,2019,Q4,2020-02-28,1931.0
エフ・シー・シー,2020,Q1,2020-05-29,1830.0
エフ・シー・シー,2020,Q2,2020-08-31,1929.0
エフ・シー・シー,2020,Q3,2020-11-30,1992.0
エフ・シー・シー,2020,Q4,2021-02-26,1701.0
エフ・ジェー・ネクスト,2018,Q1,2018-05-31,1012.0
エフ・ジェー・ネクスト,2018,Q2,2018-08-31,968.0
エフ・ジェー・ネクスト,2018,Q3,2018-11-30,944.0
