,,,,,,決算期,決算月数,本決算・中間決算フラグ,実績・予想フラグ,連結基準フラグ,データ更新日,売上高,営業利益,経常利益,当期利益,一株利益,一株利益（自己株除く）
,,,,,,EARNING'ACC,EARNING'MACC,EARNING'HACC,EARNING'RPFLG,EARNING'CFLAG,EARNING'FLUPDATE,EARNING'ITEM02,EARNING'ITEM03,EARNING'ITEM04,EARNING'ITEM05,EARNING'ITEM06,EARNING'ITEM43
,,,,,,年月,ヶ月,,,,年月日,百万円,百万円,百万円,百万円,円,円
月次(M),1999/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/03,トヨタ自動車,T7203,#999,#999,1999/03,12,1,0,1,2000/05/17,12749008,774945,771885,356180,94.21,-
月次(M),1999/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/04,トヨタ自動車,T7203,,,1999/04,,1,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/05,トヨタ自動車,T7203,,,1999/05,,1,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/06,トヨタ自動車,T7203,,,1999/06,,1,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/07,トヨタ自動車,T7203,,,1999/07,,1,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/08,トヨタ自動車,T7203,,,1999/08,,1,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/09,トヨタ自動車,T7203,#999,#999,1999/09,6,2,0,1,2000/11/15,6225323,362555,404539,201657,54.47,-
月次(M),1999/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/10,トヨタ自動車,T7203,,,1999/10,,2,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/11,トヨタ自動車,T7203,,,1999/11,,2,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),1999/12,トヨタ自動車,T7203,,,1999/12,,2,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/01,トヨタ自動車,T7203,,,2000/01,,2,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/02,トヨタ自動車,T7203,,,2000/02,,2,,,,,,,,,
月次(M),2000/03,トヨタ自動車,T7203,#001,#001,2000/03,12,1,2,1,1999/05/24,13300000,-,750000,375000,99.72,-
月次(M),2000/03,トヨタ自動車,T7203,#002,#002,2000/03,12,1,2,1,1999/06/16,13300000,-,750000,375000,99.72,-
月次(M),2000/03,トヨタ自動車,T7203,#003,#003,2000/03,12,1,2,1,1999/09/14,13500000,-,760000,380000,101.05,-
月次(M),2000/03,トヨタ自動車,T7203,#004,#004,2000/03,12,1,2,1,1999/11/18,13200000,-,770000,400000,106.36,-
月次(M),2000/03,トヨタ自動車,T7203,#005,#005,2000/03,12,1,2,1,1999/11/26,13200000,-,770000,400000,106.36,-
月次(M),2000/03,トヨタ自動車,T7203,#006,#006,2000/03,12,1,2,1,2000/03/15,13200000,-,770000,400000,106.53,-
月次(M),2000/03,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/03,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/03,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/03,トヨタ自動車,T7203,#999,#999,2000/03,12,1,0,2,2003/08/25,12421249,698561,880680,481936,128.27,-
月次(M),2000/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/04,トヨタ自動車,T7203,,,2000/04,,1,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/05,トヨタ自動車,T7203,,,2000/05,,1,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/06,トヨタ自動車,T7203,,,2000/06,,1,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/07,トヨタ自動車,T7203,,,2000/07,,1,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/08,トヨタ自動車,T7203,,,2000/08,,1,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/09,トヨタ自動車,T7203,#999,#999,2000/09,6,2,0,2,2003/08/25,6178838,327175,478406,295979,78.98,-
月次(M),2000/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/10,トヨタ自動車,T7203,,,2000/10,,2,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/11,トヨタ自動車,T7203,,,2000/11,,2,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2000/12,トヨタ自動車,T7203,,,2000/12,,2,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2001/01,トヨタ自動車,T7203,,,2001/01,,2,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2001/02,トヨタ自動車,T7203,,,2001/02,,2,,,,,,,,,
月次(M),2001/03,トヨタ自動車,T7203,#001,#001,2001/03,12,1,2,1,2000/05/17,13200000,-,800000,340000,90.68,-
月次(M),2001/03,トヨタ自動車,T7203,#002,#002,2001/03,12,1,2,1,2000/09/16,13300000,-,850000,360000,96,-
月次(M),2001/03,トヨタ自動車,T7203,#003,#003,2001/03,12,1,2,1,2000/11/15,13400000,-,850000,380000,101.5,-
月次(M),2001/03,トヨタ自動車,T7203,#004,#004,2001/03,12,1,2,1,2000/12/16,13400000,-,850000,380000,101.5,-
月次(M),2001/03,トヨタ自動車,T7203,#005,#005,2001/03,12,1,2,1,2001/03/13,13400000,-,850000,380000,101.5,-
月次(M),2001/03,トヨタ自動車,T7203,#006,#006,2001/03,12,1,2,1,2001/03/17,13400000,-,850000,380000,101.5,-
月次(M),2001/03,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/03,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/03,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2001/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2001/03,トヨタ自動車,T7203,#999,#999,2001/03,12,1,0,2,2010/01/27,12955237,790729,1107289,674898,180.65,-
月次(M),2001/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2001/04,トヨタ自動車,T7203,,,2001/04,,1,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2001/05,トヨタ自動車,T7203,,,2001/05,,1,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2001/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
