Firm,U-RW,U-SRW,U-ARIMA-F,U-ARIMA-G,U-ARIMA-BR,M-OLS1,M-OLS2,M-OLS3,U-RIDGE,U-LASSO,U-EN,U-RF,U-NN,M-RIDGE,M-LASSO,M-EN,M-RF,M-NN,IBES
日本ユニシス,16.7,0.0,0.0,0.0,0.0,16.7,0.0,41.7,0.0,0.0,0.0,8.3,0.0,8.3,8.3,0.0,0.0,8.3,-
日本リーテック,33.3,16.7,16.7,8.3,8.3,25.0,16.7,50.0,8.3,8.3,8.3,8.3,25.0,16.7,16.7,16.7,16.7,16.7,-
日本信号,58.3,41.7,41.7,41.7,41.7,41.7,50.0,66.7,33.3,16.7,16.7,41.7,16.7,16.7,8.3,0.0,16.7,16.7,-
日本光電,50.0,16.7,25.0,33.3,41.7,33.3,41.7,58.3,8.3,8.3,8.3,16.7,25.0,16.7,8.3,8.3,16.7,16.7,-
日本冶金工業,16.7,16.7,25.0,16.7,16.7,41.7,25.0,83.3,8.3,16.7,8.3,8.3,33.3,41.7,33.3,25.0,16.7,16.7,-
日本化学工業,8.3,16.7,16.7,16.7,8.3,25.0,41.7,91.7,8.3,0.0,0.0,8.3,16.7,25.0,8.3,8.3,8.3,8.3,-
日本山村硝子,58.3,58.3,66.7,50.0,50.0,66.7,50.0,91.7,50.0,41.7,50.0,50.0,50.0,83.3,50.0,50.0,25.0,50.0,-
日本新薬,8.3,0.0,0.0,0.0,0.0,8.3,0.0,33.3,0.0,0.0,0.0,16.7,8.3,0.0,0.0,0.0,8.3,8.3,-
日本曹達,25.0,16.7,25.0,25.0,16.7,33.3,41.7,75.0,25.0,25.0,25.0,25.0,33.3,66.7,83.3,83.3,25.0,25.0,-
日本板硝子,41.7,75.0,75.0,50.0,58.3,83.3,66.7,91.7,66.7,50.0,50.0,50.0,50.0,75.0,50.0,50.0,50.0,58.3,-
日本水産,41.7,41.7,41.7,25.0,25.0,41.7,25.0,50.0,25.0,25.0,25.0,25.0,33.3,50.0,8.3,8.3,25.0,50.0,-
日本特殊塗料,16.7,16.7,16.7,16.7,16.7,25.0,25.0,41.7,25.0,25.0,25.0,16.7,25.0,33.3,41.7,41.7,16.7,25.0,-
日本瓦斯,58.3,16.7,16.7,41.7,25.0,25.0,33.3,75.0,16.7,8.3,8.3,25.0,33.3,66.7,25.0,25.0,16.7,25.0,-
日本甜菜製糖,66.7,25.0,25.0,25.0,25.0,41.7,58.3,91.7,58.3,25.0,16.7,33.3,33.3,25.0,8.3,8.3,25.0,25.0,-
日本石油輸送,25.0,25.0,25.0,16.7,16.7,50.0,50.0,91.7,25.0,8.3,8.3,16.7,25.0,8.3,8.3,8.3,16.7,16.7,-
日本空調サービス,25.0,8.3,8.3,16.7,8.3,0.0,8.3,25.0,8.3,8.3,8.3,8.3,25.0,8.3,0.0,0.0,8.3,0.0,-
日本管財,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
日本精化,8.3,0.0,0.0,8.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,8.3,0.0,8.3,8.3,8.3,8.3,8.3,-
日本精線,0.0,16.7,8.3,8.3,0.0,25.0,25.0,91.7,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,-
日本紙パルプ商事,33.3,33.3,50.0,41.7,25.0,58.3,66.7,100.0,41.7,16.7,25.0,16.7,25.0,66.7,16.7,16.7,16.7,16.7,-
日本航空電子工業,25.0,25.0,8.3,16.7,8.3,16.7,25.0,41.7,16.7,8.3,8.3,16.7,25.0,8.3,0.0,0.0,8.3,8.3,0.0
日本製鉄,41.7,66.7,50.0,66.7,50.0,41.7,50.0,75.0,50.0,33.3,16.7,58.3,33.3,50.0,50.0,25.0,25.0,66.7,16.7
日本製鋼所,41.7,50.0,41.7,50.0,41.7,50.0,41.7,83.3,41.7,8.3,8.3,33.3,66.7,50.0,25.0,25.0,16.7,33.3,-
日本調剤,25.0,41.7,25.0,33.3,25.0,25.0,25.0,100.0,33.3,25.0,25.0,25.0,41.7,50.0,41.7,58.3,33.3,50.0,-
日本車両製造,33.3,33.3,33.3,25.0,41.7,50.0,58.3,75.0,41.7,33.3,25.0,41.7,25.0,66.7,33.3,33.3,25.0,25.0,-
日本通信,25.0,50.0,33.3,91.7,83.3,75.0,91.7,91.7,100.0,100.0,100.0,66.7,83.3,50.0,66.7,50.0,41.7,91.7,-
日本通運,25.0,25.0,41.7,25.0,33.3,50.0,58.3,83.3,58.3,25.0,25.0,33.3,25.0,16.7,33.3,25.0,25.0,8.3,-
日本道路,16.7,8.3,33.3,8.3,33.3,41.7,50.0,91.7,33.3,25.0,25.0,8.3,25.0,25.0,33.3,25.0,8.3,8.3,-
日本郵船,41.7,58.3,50.0,50.0,41.7,75.0,75.0,75.0,50.0,58.3,58.3,50.0,33.3,66.7,75.0,66.7,33.3,75.0,-
日本酸素ホールディングス,0.0,8.3,8.3,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0.0,16.7,8.3,0.0,0.0,0.0,0.0,-
日本金属,58.3,58.3,66.7,58.3,66.7,58.3,66.7,100.0,66.7,58.3,66.7,66.7,50.0,66.7,50.0,50.0,41.7,50.0,-
日本金銭機械,66.7,66.7,75.0,58.3,75.0,50.0,75.0,66.7,75.0,75.0,83.3,50.0,50.0,75.0,41.7,41.7,50.0,50.0,-
日本電子,50.0,25.0,25.0,16.7,33.3,25.0,33.3,91.7,25.0,25.0,25.0,41.7,33.3,58.3,25.0,8.3,33.3,41.7,-
日本電子材料,33.3,41.7,25.0,25.0,8.3,25.0,16.7,83.3,25.0,25.0,25.0,25.0,33.3,16.7,0.0,0.0,8.3,58.3,-
日本電産,25.0,16.7,16.7,16.7,25.0,16.7,33.3,66.7,25.0,25.0,25.0,25.0,8.3,25.0,25.0,25.0,8.3,25.0,16.7
日本電設工業,41.7,8.3,8.3,16.7,16.7,25.0,16.7,33.3,8.3,8.3,16.7,8.3,8.3,8.3,16.7,16.7,8.3,8.3,-
日本高周波鋼業,58.3,50.0,66.7,58.3,58.3,50.0,50.0,66.7,58.3,75.0,66.7,58.3,33.3,58.3,66.7,66.7,58.3,58.3,-
日本高純度化学,8.3,0.0,0.0,41.7,25.0,75.0,91.7,16.7,8.3,8.3,8.3,0.0,75.0,0.0,8.3,8.3,0.0,16.7,-
日本ＣＭＫ,66.7,66.7,66.7,83.3,58.3,75.0,50.0,83.3,75.0,75.0,66.7,75.0,91.7,83.3,75.0,50.0,58.3,75.0,-
日東富士製粉,8.3,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
日東工器,0.0,16.7,16.7,16.7,8.3,8.3,8.3,33.3,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,33.3,-
日東工業,8.3,0.0,16.7,8.3,0.0,16.7,8.3,25.0,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,8.3,8.3,-
日東紡,41.7,33.3,41.7,50.0,50.0,41.7,75.0,100.0,41.7,25.0,25.0,33.3,33.3,58.3,25.0,41.7,33.3,41.7,-
日東電工,16.7,0.0,8.3,8.3,0.0,8.3,16.7,66.7,16.7,16.7,16.7,16.7,8.3,16.7,8.3,8.3,16.7,8.3,8.3
日比谷総合設備,41.7,41.7,41.7,25.0,25.0,41.7,50.0,83.3,33.3,33.3,33.3,25.0,41.7,50.0,58.3,58.3,25.0,25.0,-
日水製薬,41.7,41.7,50.0,33.3,41.7,66.7,50.0,100.0,33.3,33.3,33.3,33.3,58.3,58.3,33.3,50.0,41.7,50.0,-
日油,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
日清オイリオグループ,33.3,8.3,16.7,25.0,16.7,25.0,25.0,83.3,25.0,16.7,16.7,25.0,33.3,16.7,16.7,8.3,25.0,25.0,-
日清製粉グループ本社,16.7,0.0,0.0,0.0,0.0,8.3,0.0,41.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,-
日清食品ホールディングス,33.3,16.7,16.7,16.7,16.7,16.7,16.7,83.3,16.7,16.7,16.7,16.7,16.7,58.3,8.3,33.3,8.3,16.7,8.3
日特建設,16.7,0.0,0.0,0.0,16.7,25.0,8.3,50.0,0.0,0.0,0.0,0.0,8.3,8.3,8.3,0.0,8.3,16.7,-
日産化学,8.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
日産東京販売ホールディングス,66.7,33.3,25.0,41.7,25.0,25.0,41.7,75.0,25.0,25.0,25.0,25.0,41.7,33.3,25.0,25.0,16.7,25.0,-
日産自動車,33.3,75.0,41.7,58.3,66.7,66.7,66.7,100.0,75.0,75.0,75.0,66.7,50.0,91.7,66.7,66.7,58.3,50.0,41.7
日産車体,33.3,33.3,33.3,50.0,33.3,41.7,41.7,91.7,33.3,33.3,33.3,25.0,50.0,25.0,16.7,16.7,16.7,75.0,-
日神グループホールディングス,41.7,25.0,16.7,8.3,25.0,33.3,33.3,33.3,33.3,33.3,33.3,25.0,16.7,25.0,8.3,8.3,8.3,33.3,-
日立建機,16.7,41.7,33.3,25.0,25.0,25.0,25.0,41.7,16.7,16.7,16.7,25.0,33.3,25.0,25.0,25.0,16.7,25.0,-
日立物流,0.0,0.0,0.0,0.0,0.0,8.3,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
日立製作所,41.7,33.3,58.3,33.3,33.3,41.7,75.0,66.7,58.3,25.0,25.0,41.7,41.7,41.7,41.7,41.7,41.7,33.3,50.0
日立金属,50.0,66.7,66.7,41.7,66.7,50.0,58.3,66.7,66.7,83.3,75.0,75.0,58.3,50.0,66.7,50.0,50.0,58.3,58.3
日進工具,8.3,16.7,16.7,8.3,16.7,8.3,8.3,33.3,8.3,8.3,8.3,8.3,16.7,0.0,0.0,0.0,8.3,8.3,-
日野自動車,50.0,33.3,33.3,41.7,41.7,41.7,33.3,41.7,41.7,41.7,41.7,50.0,41.7,16.7,33.3,16.7,41.7,41.7,-
日鉄ソリューションズ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日鉄物産,8.3,8.3,0.0,8.3,0.0,0.0,25.0,75.0,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,8.3,16.7,-
日鉄鉱業,33.3,16.7,16.7,33.3,8.3,33.3,50.0,58.3,33.3,25.0,25.0,25.0,25.0,16.7,25.0,25.0,16.7,16.7,-
日阪製作所,16.7,8.3,8.3,25.0,8.3,41.7,25.0,91.7,16.7,8.3,8.3,0.0,16.7,58.3,8.3,8.3,50.0,25.0,-
早稲田アカデミー,91.7,25.0,25.0,25.0,25.0,25.0,25.0,75.0,16.7,8.3,8.3,16.7,25.0,16.7,8.3,8.3,8.3,16.7,-
旭ダイヤモンド工業,58.3,75.0,66.7,50.0,83.3,66.7,66.7,100.0,58.3,66.7,66.7,50.0,58.3,50.0,41.7,41.7,50.0,66.7,-
旭化成,25.0,16.7,16.7,16.7,16.7,16.7,25.0,50.0,25.0,16.7,16.7,25.0,16.7,16.7,25.0,16.7,16.7,25.0,-
旭有機材,8.3,16.7,16.7,16.7,8.3,8.3,25.0,83.3,8.3,8.3,8.3,8.3,25.0,25.0,8.3,25.0,8.3,8.3,-
明和地所,75.0,50.0,58.3,58.3,58.3,91.7,75.0,83.3,58.3,25.0,33.3,50.0,75.0,33.3,16.7,16.7,41.7,50.0,-
明和産業,16.7,16.7,16.7,25.0,25.0,25.0,16.7,58.3,25.0,25.0,25.0,25.0,25.0,16.7,16.7,16.7,25.0,25.0,-
明星工業,16.7,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
明治海運,41.7,25.0,33.3,16.7,16.7,33.3,50.0,58.3,16.7,16.7,16.7,25.0,58.3,33.3,50.0,41.7,25.0,41.7,-
明治電機工業,16.7,16.7,8.3,8.3,8.3,25.0,25.0,50.0,16.7,8.3,8.3,25.0,0.0,0.0,0.0,0.0,8.3,8.3,-
明豊ファシリティワークス,16.7,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,-
明電舎,83.3,16.7,41.7,41.7,41.7,50.0,58.3,58.3,41.7,33.3,58.3,25.0,25.0,41.7,33.3,33.3,58.3,50.0,-
昭和産業,33.3,16.7,16.7,8.3,16.7,16.7,33.3,83.3,25.0,8.3,8.3,8.3,8.3,16.7,16.7,8.3,16.7,8.3,-
昭和電線ホールディングス,8.3,25.0,16.7,16.7,0.0,33.3,16.7,91.7,16.7,8.3,8.3,16.7,8.3,25.0,8.3,8.3,0.0,25.0,-
昭文社ホールディングス,50.0,58.3,58.3,58.3,50.0,75.0,66.7,75.0,50.0,50.0,50.0,41.7,75.0,83.3,75.0,75.0,58.3,66.7,-
曙ブレーキ工業,66.7,75.0,83.3,66.7,75.0,50.0,66.7,75.0,58.3,33.3,33.3,58.3,58.3,50.0,33.3,25.0,41.7,41.7,-
月島機械,41.7,50.0,50.0,50.0,50.0,41.7,50.0,75.0,50.0,33.3,33.3,50.0,50.0,33.3,33.3,33.3,41.7,50.0,-
有機合成薬品工業,66.7,66.7,58.3,58.3,58.3,58.3,50.0,75.0,33.3,41.7,41.7,50.0,66.7,41.7,50.0,33.3,41.7,58.3,-
有沢製作所,25.0,25.0,33.3,41.7,41.7,41.7,50.0,83.3,16.7,16.7,16.7,25.0,16.7,50.0,16.7,8.3,33.3,16.7,-
朝日工業社,16.7,16.7,33.3,25.0,33.3,33.3,25.0,58.3,16.7,8.3,8.3,16.7,16.7,0.0,0.0,0.0,8.3,8.3,-
朝日放送グループホールディング,25.0,33.3,41.7,33.3,41.7,66.7,58.3,75.0,41.7,41.7,41.7,33.3,50.0,25.0,33.3,25.0,25.0,33.3,-
木曽路,66.7,33.3,33.3,50.0,41.7,50.0,25.0,75.0,25.0,66.7,50.0,41.7,41.7,25.0,25.0,16.7,8.3,33.3,-
木村化工機,16.7,8.3,8.3,8.3,8.3,8.3,8.3,33.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,8.3,-
未来工業,0.0,0.0,0.0,0.0,0.0,8.3,8.3,58.3,0.0,0.0,0.0,0.0,8.3,16.7,0.0,0.0,0.0,0.0,-
本多通信工業,41.7,83.3,58.3,58.3,75.0,58.3,58.3,100.0,83.3,83.3,83.3,75.0,83.3,58.3,50.0,25.0,75.0,83.3,-
本田技研工業,33.3,33.3,25.0,41.7,41.7,33.3,33.3,83.3,25.0,25.0,25.0,33.3,33.3,41.7,41.7,41.7,33.3,33.3,25.0
杉本商事,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
村田製作所,8.3,33.3,25.0,16.7,16.7,16.7,25.0,41.7,25.0,25.0,25.0,25.0,25.0,33.3,0.0,0.0,0.0,25.0,0.0
東ソー,33.3,25.0,33.3,25.0,8.3,16.7,16.7,58.3,16.7,8.3,8.3,16.7,8.3,8.3,0.0,0.0,8.3,25.0,-
東テク,25.0,16.7,16.7,16.7,16.7,16.7,16.7,25.0,25.0,16.7,16.7,25.0,16.7,0.0,0.0,0.0,16.7,16.7,-
東プレ,25.0,16.7,16.7,25.0,25.0,16.7,25.0,66.7,25.0,16.7,16.7,16.7,25.0,50.0,41.7,41.7,16.7,16.7,-
東リ,33.3,25.0,25.0,25.0,33.3,41.7,41.7,41.7,25.0,25.0,25.0,33.3,33.3,16.7,8.3,8.3,33.3,33.3,-
東レ,41.7,33.3,33.3,25.0,25.0,16.7,25.0,41.7,25.0,25.0,25.0,25.0,25.0,33.3,25.0,33.3,25.0,25.0,16.7
東亜ディーケーケー,25.0,8.3,8.3,8.3,8.3,25.0,8.3,50.0,8.3,8.3,8.3,8.3,25.0,0.0,0.0,0.0,8.3,16.7,-
東亜建設工業,25.0,25.0,33.3,41.7,58.3,75.0,41.7,91.7,75.0,66.7,66.7,50.0,66.7,33.3,25.0,33.3,66.7,41.7,-
東亜道路工業,50.0,33.3,50.0,41.7,50.0,41.7,58.3,91.7,66.7,41.7,41.7,50.0,41.7,50.0,58.3,33.3,25.0,41.7,-
東京エネシス,25.0,25.0,33.3,33.3,25.0,16.7,25.0,50.0,16.7,16.7,16.7,25.0,33.3,0.0,0.0,8.3,8.3,33.3,-
東京エレクトロン,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東京エレクトロン　デバイス,16.7,0.0,0.0,25.0,25.0,33.3,91.7,25.0,33.3,33.3,33.3,0.0,83.3,0.0,8.3,8.3,16.7,8.3,-
東京ガス,41.7,41.7,33.3,41.7,33.3,58.3,50.0,83.3,33.3,16.7,16.7,33.3,50.0,50.0,41.7,41.7,50.0,50.0,-
東京テアトル,41.7,75.0,75.0,66.7,50.0,66.7,58.3,100.0,58.3,33.3,33.3,33.3,58.3,50.0,33.3,33.3,66.7,66.7,-
東京機械製作所,50.0,58.3,50.0,83.3,75.0,33.3,66.7,100.0,58.3,66.7,50.0,50.0,41.7,100.0,66.7,50.0,58.3,83.3,-
東京精密,16.7,8.3,8.3,25.0,8.3,25.0,8.3,25.0,16.7,8.3,8.3,16.7,8.3,0.0,0.0,8.3,16.7,8.3,-
東京製鉄,16.7,25.0,25.0,66.7,25.0,91.7,58.3,100.0,100.0,100.0,100.0,25.0,83.3,83.3,58.3,50.0,50.0,41.7,25.0
東京計器,50.0,25.0,33.3,41.7,33.3,41.7,50.0,66.7,66.7,41.7,41.7,50.0,41.7,50.0,33.3,33.3,41.7,41.7,-
東京鉄鋼,33.3,50.0,66.7,50.0,50.0,75.0,41.7,58.3,50.0,16.7,16.7,25.0,41.7,33.3,25.0,25.0,25.0,33.3,-
東北電力,41.7,33.3,58.3,33.3,41.7,33.3,58.3,66.7,41.7,33.3,33.3,41.7,50.0,16.7,25.0,8.3,33.3,25.0,-
東和薬品,16.7,41.7,33.3,33.3,16.7,33.3,58.3,100.0,8.3,0.0,0.0,16.7,16.7,50.0,8.3,8.3,16.7,41.7,-
東急,33.3,33.3,25.0,33.3,33.3,41.7,41.7,75.0,33.3,33.3,25.0,33.3,16.7,25.0,25.0,25.0,41.7,25.0,-
東急建設,16.7,33.3,33.3,41.7,25.0,33.3,25.0,83.3,25.0,33.3,33.3,41.7,33.3,25.0,0.0,0.0,25.0,33.3,-
東日本旅客鉄道,25.0,33.3,33.3,25.0,33.3,33.3,33.3,33.3,25.0,25.0,25.0,25.0,8.3,0.0,0.0,0.0,16.7,16.7,-
東映,8.3,16.7,16.7,8.3,16.7,33.3,50.0,100.0,16.7,16.7,16.7,16.7,8.3,16.7,8.3,8.3,16.7,16.7,-
東武鉄道,50.0,58.3,50.0,41.7,41.7,75.0,41.7,83.3,50.0,41.7,41.7,50.0,41.7,41.7,58.3,41.7,16.7,33.3,-
東洋埠頭,16.7,33.3,41.7,25.0,33.3,66.7,66.7,91.7,41.7,0.0,8.3,16.7,16.7,25.0,8.3,16.7,16.7,25.0,-
東洋建設,8.3,8.3,8.3,8.3,8.3,8.3,0.0,25.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
東洋機械金属,25.0,33.3,41.7,41.7,33.3,25.0,33.3,58.3,25.0,33.3,25.0,33.3,25.0,33.3,8.3,16.7,50.0,50.0,-
東洋水産,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
東洋精糖,16.7,16.7,8.3,8.3,16.7,33.3,41.7,83.3,16.7,16.7,16.7,16.7,41.7,16.7,16.7,16.7,16.7,25.0,-
東洋紡,75.0,41.7,50.0,25.0,58.3,66.7,83.3,100.0,58.3,25.0,25.0,58.3,58.3,91.7,33.3,33.3,50.0,66.7,-
東洋製缶グループホールディング,50.0,41.7,41.7,25.0,25.0,58.3,58.3,100.0,50.0,16.7,16.7,41.7,41.7,91.7,16.7,16.7,33.3,75.0,-
東海旅客鉄道,41.7,41.7,33.3,50.0,41.7,41.7,100.0,41.7,33.3,33.3,33.3,58.3,91.7,8.3,33.3,33.3,41.7,41.7,-
東海染工,66.7,50.0,50.0,66.7,41.7,66.7,58.3,100.0,33.3,41.7,25.0,41.7,41.7,41.7,41.7,41.7,33.3,41.7,-
東海理化電機製作所,33.3,25.0,25.0,25.0,33.3,16.7,16.7,83.3,16.7,16.7,16.7,25.0,41.7,33.3,25.0,25.0,25.0,50.0,-
東海運,50.0,50.0,58.3,58.3,50.0,50.0,41.7,75.0,50.0,50.0,50.0,50.0,50.0,50.0,41.7,41.7,33.3,41.7,-
東祥,25.0,41.7,33.3,33.3,41.7,33.3,33.3,41.7,33.3,33.3,33.3,33.3,33.3,8.3,8.3,8.3,25.0,33.3,-
東芝テック,33.3,33.3,41.7,50.0,25.0,75.0,50.0,83.3,33.3,25.0,25.0,50.0,41.7,91.7,50.0,66.7,75.0,75.0,-
東邦アセチレン,8.3,16.7,8.3,8.3,8.3,16.7,8.3,58.3,8.3,0.0,0.0,25.0,16.7,0.0,0.0,0.0,8.3,16.7,-
東邦システムサイエンス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,-
東邦チタニウム,33.3,58.3,41.7,41.7,33.3,50.0,41.7,91.7,41.7,41.7,50.0,33.3,58.3,50.0,50.0,33.3,41.7,25.0,-
東邦ホールディングス,25.0,25.0,16.7,25.0,16.7,25.0,16.7,41.7,16.7,16.7,16.7,25.0,16.7,16.7,8.3,8.3,16.7,16.7,-
東邦亜鉛,50.0,66.7,58.3,66.7,50.0,50.0,50.0,100.0,50.0,58.3,58.3,41.7,66.7,58.3,33.3,50.0,33.3,58.3,-
東邦瓦斯,58.3,50.0,41.7,58.3,41.7,50.0,58.3,83.3,33.3,33.3,33.3,33.3,41.7,33.3,25.0,25.0,41.7,41.7,-
東都水産,25.0,8.3,8.3,8.3,8.3,16.7,25.0,83.3,16.7,0.0,0.0,8.3,8.3,8.3,8.3,8.3,8.3,16.7,-
東鉄工業,25.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,8.3,-
東陽倉庫,8.3,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,-
松井建設,16.7,16.7,0.0,8.3,0.0,8.3,8.3,16.7,8.3,0.0,0.0,16.7,16.7,0.0,0.0,0.0,8.3,16.7,-
松屋フーズホールディングス,41.7,25.0,25.0,41.7,33.3,16.7,41.7,66.7,25.0,33.3,33.3,33.3,41.7,41.7,16.7,16.7,33.3,41.7,-
松田産業,8.3,8.3,8.3,8.3,8.3,8.3,8.3,41.7,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0,8.3,0.0,-
松風,33.3,33.3,33.3,25.0,25.0,41.7,16.7,66.7,25.0,16.7,16.7,25.0,16.7,41.7,16.7,8.3,16.7,33.3,-
林兼産業,50.0,16.7,16.7,33.3,16.7,25.0,41.7,100.0,25.0,16.7,16.7,25.0,33.3,75.0,25.0,25.0,25.0,25.0,-
栄研化学,25.0,0.0,0.0,16.7,16.7,16.7,16.7,50.0,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,-
栗本鉄工所,41.7,16.7,16.7,25.0,25.0,25.0,33.3,66.7,33.3,16.7,16.7,25.0,25.0,8.3,8.3,8.3,16.7,16.7,-
栗田工業,25.0,16.7,16.7,25.0,16.7,25.0,25.0,66.7,25.0,16.7,16.7,16.7,16.7,25.0,16.7,16.7,25.0,16.7,-
森永乳業,25.0,8.3,16.7,8.3,8.3,16.7,33.3,58.3,25.0,16.7,8.3,16.7,25.0,16.7,25.0,25.0,8.3,16.7,-
森永製菓,41.7,25.0,25.0,25.0,25.0,25.0,33.3,91.7,33.3,8.3,16.7,25.0,16.7,8.3,16.7,8.3,16.7,25.0,-
植木組,41.7,25.0,25.0,25.0,25.0,50.0,50.0,83.3,33.3,16.7,16.7,16.7,25.0,33.3,8.3,8.3,25.0,16.7,-
椿本チエイン,8.3,8.3,16.7,16.7,16.7,33.3,41.7,75.0,16.7,0.0,0.0,8.3,8.3,25.0,8.3,8.3,16.7,0.0,-
椿本興業,0.0,0.0,8.3,0.0,8.3,8.3,16.7,75.0,25.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,-
極東開発工業,8.3,0.0,0.0,0.0,0.0,16.7,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
極洋,41.7,16.7,25.0,16.7,16.7,33.3,25.0,75.0,25.0,8.3,8.3,16.7,16.7,25.0,25.0,25.0,16.7,25.0,-
横河ブリッジホールディングス,16.7,0.0,0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,-
横河電機,33.3,25.0,25.0,33.3,33.3,25.0,33.3,41.7,25.0,25.0,25.0,25.0,16.7,25.0,16.7,25.0,25.0,16.7,25.0
橋本総業ホールディングス,8.3,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,-
武田薬品工業,50.0,50.0,50.0,50.0,50.0,66.7,50.0,91.7,33.3,33.3,33.3,58.3,50.0,100.0,33.3,33.3,50.0,75.0,-
武蔵精密工業,33.3,58.3,58.3,33.3,41.7,50.0,50.0,91.7,33.3,33.3,16.7,50.0,25.0,66.7,41.7,25.0,33.3,66.7,-
永大産業,58.3,75.0,66.7,66.7,75.0,75.0,75.0,83.3,75.0,75.0,58.3,83.3,75.0,50.0,50.0,41.7,50.0,58.3,-
永谷園ホールディングス,58.3,8.3,8.3,0.0,0.0,16.7,25.0,41.7,16.7,8.3,8.3,16.7,0.0,25.0,8.3,16.7,8.3,25.0,-
池上通信機,100.0,16.7,25.0,25.0,16.7,58.3,41.7,91.7,8.3,50.0,50.0,33.3,33.3,41.7,33.3,41.7,41.7,58.3,-
沢藤電機,75.0,50.0,58.3,50.0,50.0,75.0,58.3,66.7,58.3,50.0,50.0,58.3,58.3,66.7,25.0,50.0,41.7,58.3,-
河合楽器製作所,16.7,25.0,33.3,25.0,25.0,25.0,33.3,75.0,25.0,25.0,16.7,16.7,25.0,16.7,16.7,16.7,8.3,16.7,-
河西工業,33.3,41.7,41.7,50.0,41.7,50.0,50.0,66.7,41.7,41.7,41.7,33.3,41.7,8.3,16.7,25.0,41.7,66.7,-
油研工業,25.0,25.0,25.0,25.0,16.7,16.7,50.0,91.7,33.3,8.3,8.3,16.7,16.7,33.3,8.3,8.3,16.7,16.7,-
浅沼組,25.0,25.0,25.0,25.0,25.0,33.3,33.3,75.0,33.3,8.3,8.3,16.7,8.3,16.7,8.3,8.3,16.7,25.0,-
淀川製鋼所,25.0,16.7,16.7,25.0,16.7,8.3,16.7,41.7,25.0,0.0,0.0,25.0,16.7,0.0,8.3,0.0,25.0,25.0,-
清水建設,8.3,8.3,0.0,8.3,0.0,0.0,8.3,66.7,8.3,8.3,8.3,8.3,8.3,0.0,0.0,0.0,8.3,0.0,-
